R0,natural_cross_immunity,vaccine_timing,vaccine_coverage,vaccine_cross_immunity,emergences,trials
4,0.0,120,0.6666666666666666,0.05,2365,5000
5,0.0,120,0.6666666666666666,0.05,2679,5000
6,0.0,120,0.6666666666666666,0.05,3050,5000
2,0.25,120,0.6666666666666666,0.05,730,5000
3,0.25,120,0.6666666666666666,0.05,1551,5000
4,0.25,120,0.6666666666666666,0.05,2254,5000
5,0.25,120,0.6666666666666666,0.05,2556,5000
2,0.75,120,0.0416666666666666,0.05,27,5000
6,0.25,120,0.6666666666666666,0.05,2916,5000
2,0.5,120,0.6666666666666666,0.05,375,5000
3,0.5,120,0.6666666666666666,0.05,1133,5000
4,0.5,120,0.6666666666666666,0.05,1725,5000
5,0.5,120,0.6666666666666666,0.05,2189,5000
6,0.5,120,0.6666666666666666,0.05,2607,5000
2,0.75,120,0.6666666666666666,0.05,52,5000
3,0.75,120,0.6666666666666666,0.05,551,5000
4,0.75,120,0.6666666666666666,0.05,1144,5000
5,0.75,120,0.6666666666666666,0.05,1683,5000
3,0.75,120,0.0416666666666666,0.05,534,5000
6,0.75,120,0.6666666666666666,0.05,2052,5000
2,1.0,120,0.6666666666666666,0.05,0,5000
3,1.0,120,0.6666666666666666,0.05,6,5000
4,1.0,120,0.6666666666666666,0.05,220,5000
5,1.0,120,0.6666666666666666,0.05,662,5000
6,1.0,120,0.6666666666666666,0.05,1186,5000
2,0.0,150,0.6666666666666666,0.05,1073,5000
3,0.0,150,0.6666666666666666,0.05,1897,5000
4,0.0,150,0.6666666666666666,0.05,2455,5000
5,0.0,150,0.6666666666666666,0.05,2697,5000
4,0.75,120,0.0416666666666666,0.05,1142,5000
6,0.0,150,0.6666666666666666,0.05,3058,5000
2,0.25,150,0.6666666666666666,0.05,747,5000
3,0.25,150,0.6666666666666666,0.05,1556,5000
4,0.25,150,0.6666666666666666,0.05,2116,5000
5,0.25,150,0.6666666666666666,0.05,2560,5000
6,0.25,150,0.6666666666666666,0.05,2797,5000
2,0.5,150,0.6666666666666666,0.05,355,5000
3,0.5,150,0.6666666666666666,0.05,1110,5000
4,0.5,150,0.6666666666666666,0.05,1778,5000
5,0.5,150,0.6666666666666666,0.05,2260,5000
5,0.75,120,0.0416666666666666,0.05,1628,5000
6,0.5,150,0.6666666666666666,0.05,2497,5000
2,0.75,150,0.6666666666666666,0.05,34,5000
3,0.75,150,0.6666666666666666,0.05,562,5000
4,0.75,150,0.6666666666666666,0.05,1230,5000
5,0.75,150,0.6666666666666666,0.05,1677,5000
6,0.75,150,0.6666666666666666,0.05,2081,5000
2,1.0,150,0.6666666666666666,0.05,0,5000
3,1.0,150,0.6666666666666666,0.05,8,5000
4,1.0,150,0.6666666666666666,0.05,206,5000
5,1.0,150,0.6666666666666666,0.05,664,5000
6,0.75,120,0.0416666666666666,0.05,2084,5000
