virus,vaccine_timing,vaccine_coverage,group,emergences,trials
2,-210,1,94,656,10000
3,-210,1,94,372,10000
4,-210,1,94,578,10000
1,-180,1,94,0,10000
2,-180,1,94,617,10000
3,-180,1,94,360,10000
4,-180,1,94,562,10000
1,-150,1,94,0,10000
2,-150,1,94,586,10000
3,-150,1,94,326,10000
4,-150,1,94,556,10000
1,-120,1,94,0,10000
2,-120,1,94,528,10000
3,-120,1,94,287,10000
4,-120,1,94,544,10000
1,-90,1,94,0,10000
2,-90,1,94,464,10000
3,-90,1,94,239,10000
4,-90,1,94,487,10000
1,-60,1,94,0,10000
2,-60,1,94,359,10000
3,-60,1,94,178,10000
4,-60,1,94,409,10000
1,-30,1,94,0,10000
2,-30,1,94,253,10000
3,-30,1,94,118,10000
