virus,vaccine_timing,vaccine_coverage,group,emergences,trials
3,90,0.625,61,344,10000
4,90,0.625,61,564,10000
1,120,0.625,61,0,10000
2,120,0.625,61,641,10000
3,120,0.625,61,353,10000
4,120,0.625,61,591,10000
1,150,0.625,61,0,10000
2,150,0.625,61,632,10000
3,150,0.625,61,378,10000
4,150,0.625,61,606,10000
1,180,0.625,61,0,10000
2,180,0.625,61,685,10000
3,180,0.625,61,367,10000
4,180,0.625,61,642,10000
1,210,0.625,61,0,10000
2,210,0.625,61,730,10000
3,210,0.625,61,427,10000
4,210,0.625,61,600,10000
1,240,0.625,61,0,10000
2,240,0.625,61,672,10000
3,240,0.625,61,435,10000
4,240,0.625,61,682,10000
1,270,0.625,61,0,10000
2,270,0.625,61,693,10000
3,270,0.625,61,385,10000
4,270,0.625,61,639,10000
