virus,vaccine_timing,vaccine_coverage,group,emergences,trials
2,90,0.875,84,527,10000
3,90,0.875,84,274,10000
4,90,0.875,84,516,10000
1,120,0.875,84,0,10000
2,120,0.875,84,583,10000
3,120,0.875,84,268,10000
4,120,0.875,84,548,10000
1,150,0.875,84,0,10000
2,150,0.875,84,625,10000
3,150,0.875,84,339,10000
4,150,0.875,84,557,10000
1,180,0.875,84,0,10000
2,180,0.875,84,679,10000
3,180,0.875,84,343,10000
4,180,0.875,84,563,10000
1,210,0.875,84,0,10000
2,210,0.875,84,651,10000
3,210,0.875,84,334,10000
4,210,0.875,84,577,10000
1,240,0.875,84,0,10000
2,240,0.875,84,698,10000
3,240,0.875,84,371,10000
4,240,0.875,84,614,10000
1,270,0.875,84,0,10000
2,270,0.875,84,691,10000
3,270,0.875,84,389,10000
