virus,vaccine_timing,vaccine_coverage,group,emergences,trials
1,-150,0.5416666666666666,52,0,10000
2,-150,0.5416666666666666,52,647,10000
3,-150,0.5416666666666666,52,405,10000
4,-150,0.5416666666666666,52,594,10000
1,-120,0.5416666666666666,52,1,10000
2,-120,0.5416666666666666,52,643,10000
3,-120,0.5416666666666666,52,429,10000
4,-120,0.5416666666666666,52,584,10000
1,-90,0.5416666666666666,52,2,10000
2,-90,0.5416666666666666,52,610,10000
3,-90,0.5416666666666666,52,355,10000
4,-90,0.5416666666666666,52,548,10000
1,-60,0.5416666666666666,52,0,10000
2,-60,0.5416666666666666,52,527,10000
3,-60,0.5416666666666666,52,347,10000
4,-60,0.5416666666666666,52,554,10000
1,-30,0.5416666666666666,52,0,10000
2,-30,0.5416666666666666,52,491,10000
3,-30,0.5416666666666666,52,304,10000
4,-30,0.5416666666666666,52,479,10000
1,0,0.5416666666666666,52,0,10000
2,0,0.5416666666666666,52,517,10000
3,0,0.5416666666666666,52,325,10000
4,0,0.5416666666666666,52,483,10000
1,30,0.5416666666666666,52,1,10000
2,30,0.5416666666666666,52,547,10000
