virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,270,0.08333333333333333,12,674,10000
1,300,0.08333333333333333,12,0,10000
2,300,0.08333333333333333,12,709,10000
3,300,0.08333333333333333,12,391,10000
4,300,0.08333333333333333,12,622,10000
1,330,0.08333333333333333,12,0,10000
2,330,0.08333333333333333,12,741,10000
3,330,0.08333333333333333,12,415,10000
4,330,0.08333333333333333,12,644,10000
1,360,0.08333333333333333,12,0,10000
2,360,0.08333333333333333,12,708,10000
3,360,0.08333333333333333,12,427,10000
4,360,0.08333333333333333,12,641,10000
1,-360,0.125,12,0,10000
2,-360,0.125,12,669,10000
3,-360,0.125,12,406,10000
4,-360,0.125,12,625,10000
1,-330,0.125,12,1,10000
2,-330,0.125,12,771,10000
3,-330,0.125,12,449,10000
4,-330,0.125,12,646,10000
1,-300,0.125,12,0,10000
2,-300,0.125,12,714,10000
3,-300,0.125,12,435,10000
4,-300,0.125,12,648,10000
1,-270,0.125,12,0,10000
