virus,vaccine_timing,vaccine_coverage,group,emergences,trials
3,300,0.375,39,59,1000
4,300,0.375,39,76,1000
1,330,0.375,39,0,1000
2,330,0.375,39,57,1000
3,330,0.375,39,60,1000
4,330,0.375,39,65,1000
1,360,0.375,39,0,1000
2,360,0.375,39,72,1000
3,360,0.375,39,46,1000
4,360,0.375,39,62,1000
1,-360,0.41666666666666663,39,0,1000
2,-360,0.41666666666666663,39,87,1000
3,-360,0.41666666666666663,39,38,1000
4,-360,0.41666666666666663,39,73,1000
1,-330,0.41666666666666663,39,0,1000
2,-330,0.41666666666666663,39,58,1000
3,-330,0.41666666666666663,39,46,1000
4,-330,0.41666666666666663,39,66,1000
1,-300,0.41666666666666663,39,0,1000
2,-300,0.41666666666666663,39,70,1000
3,-300,0.41666666666666663,39,58,1000
4,-300,0.41666666666666663,39,55,1000
1,-270,0.41666666666666663,39,0,1000
2,-270,0.41666666666666663,39,54,1000
3,-270,0.41666666666666663,39,41,1000
4,-270,0.41666666666666663,39,43,1000
