virus,vaccine_timing,vaccine_coverage,group,emergences,trials
1,-90,0.625,60,0,1000
2,-90,0.625,60,64,1000
3,-90,0.625,60,39,1000
4,-90,0.625,60,53,1000
1,-60,0.625,60,0,1000
2,-60,0.625,60,52,1000
3,-60,0.625,60,29,1000
4,-60,0.625,60,50,1000
1,-30,0.625,60,0,1000
2,-30,0.625,60,47,1000
3,-30,0.625,60,22,1000
4,-30,0.625,60,44,1000
1,0,0.625,60,0,1000
2,0,0.625,60,41,1000
3,0,0.625,60,33,1000
4,0,0.625,60,47,1000
1,30,0.625,60,0,1000
2,30,0.625,60,49,1000
3,30,0.625,60,22,1000
4,30,0.625,60,52,1000
1,60,0.625,60,0,1000
2,60,0.625,60,55,1000
3,60,0.625,60,32,1000
4,60,0.625,60,50,1000
1,90,0.625,60,0,1000
2,90,0.625,60,66,1000
