virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,-180,0.7916666666666666,75,68,1000
1,-150,0.7916666666666666,75,0,1000
2,-150,0.7916666666666666,75,63,1000
3,-150,0.7916666666666666,75,38,1000
4,-150,0.7916666666666666,75,65,1000
1,-120,0.7916666666666666,75,0,1000
2,-120,0.7916666666666666,75,47,1000
3,-120,0.7916666666666666,75,38,1000
4,-120,0.7916666666666666,75,50,1000
1,-90,0.7916666666666666,75,0,1000
2,-90,0.7916666666666666,75,53,1000
3,-90,0.7916666666666666,75,25,1000
4,-90,0.7916666666666666,75,38,1000
1,-60,0.7916666666666666,75,0,1000
2,-60,0.7916666666666666,75,30,1000
3,-60,0.7916666666666666,75,19,1000
4,-60,0.7916666666666666,75,42,1000
1,-30,0.7916666666666666,75,0,1000
2,-30,0.7916666666666666,75,38,1000
3,-30,0.7916666666666666,75,22,1000
4,-30,0.7916666666666666,75,41,1000
1,0,0.7916666666666666,75,0,1000
2,0,0.7916666666666666,75,29,1000
3,0,0.7916666666666666,75,26,1000
4,0,0.7916666666666666,75,41,1000
1,30,0.7916666666666666,75,0,1000
