virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,-210,0.75,71,59,1000
1,-180,0.75,71,0,1000
2,-180,0.75,71,65,1000
3,-180,0.75,71,41,1000
4,-180,0.75,71,66,1000
1,-150,0.75,71,0,1000
2,-150,0.75,71,42,1000
3,-150,0.75,71,34,1000
4,-150,0.75,71,48,1000
1,-120,0.75,71,0,1000
2,-120,0.75,71,53,1000
3,-120,0.75,71,37,1000
4,-120,0.75,71,60,1000
1,-90,0.75,71,0,1000
2,-90,0.75,71,45,1000
3,-90,0.75,71,35,1000
4,-90,0.75,71,58,1000
1,-60,0.75,71,0,1000
2,-60,0.75,71,43,1000
3,-60,0.75,71,34,1000
4,-60,0.75,71,44,1000
1,-30,0.75,71,0,1000
2,-30,0.75,71,35,1000
3,-30,0.75,71,25,1000
4,-30,0.75,71,54,1000
1,0,0.75,71,0,1000
