virus,vaccine_timing,vaccine_coverage,group,emergences,trials
1,-120,0.5833333333333333,56,0,10000
2,-120,0.5833333333333333,56,527,10000
3,-120,0.5833333333333333,56,361,10000
4,-120,0.5833333333333333,56,566,10000
1,-90,0.5833333333333333,56,0,10000
2,-90,0.5833333333333333,56,565,10000
3,-90,0.5833333333333333,56,339,10000
4,-90,0.5833333333333333,56,589,10000
1,-60,0.5833333333333333,56,0,10000
2,-60,0.5833333333333333,56,479,10000
3,-60,0.5833333333333333,56,335,10000
4,-60,0.5833333333333333,56,478,10000
1,-30,0.5833333333333333,56,0,10000
2,-30,0.5833333333333333,56,471,10000
3,-30,0.5833333333333333,56,252,10000
4,-30,0.5833333333333333,56,425,10000
1,0,0.5833333333333333,56,0,10000
2,0,0.5833333333333333,56,528,10000
3,0,0.5833333333333333,56,278,10000
4,0,0.5833333333333333,56,510,10000
1,30,0.5833333333333333,56,0,10000
2,30,0.5833333333333333,56,438,10000
3,30,0.5833333333333333,56,295,10000
4,30,0.5833333333333333,56,599,10000
1,60,0.5833333333333333,56,0,10000
2,60,0.5833333333333333,56,632,10000
