virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,-60,0.16666666666666666,18,612,10000
1,-30,0.16666666666666666,18,0,10000
2,-30,0.16666666666666666,18,605,10000
3,-30,0.16666666666666666,18,422,10000
4,-30,0.16666666666666666,18,602,10000
1,0,0.16666666666666666,18,0,10000
2,0,0.16666666666666666,18,646,10000
3,0,0.16666666666666666,18,440,10000
4,0,0.16666666666666666,18,575,10000
1,30,0.16666666666666666,18,0,10000
2,30,0.16666666666666666,18,638,10000
3,30,0.16666666666666666,18,402,10000
4,30,0.16666666666666666,18,692,10000
1,60,0.16666666666666666,18,0,10000
2,60,0.16666666666666666,18,636,10000
3,60,0.16666666666666666,18,382,10000
4,60,0.16666666666666666,18,649,10000
1,90,0.16666666666666666,18,1,10000
2,90,0.16666666666666666,18,724,10000
3,90,0.16666666666666666,18,444,10000
4,90,0.16666666666666666,18,633,10000
1,120,0.16666666666666666,18,0,10000
2,120,0.16666666666666666,18,652,10000
3,120,0.16666666666666666,18,501,10000
4,120,0.16666666666666666,18,625,10000
1,150,0.16666666666666666,18,0,10000
