virus,vaccine_timing,vaccine_coverage,group,emergences,trials
2,30,0,3,71,1000
3,30,0,3,41,1000
4,30,0,3,58,1000
1,60,0,3,0,1000
2,60,0,3,74,1000
3,60,0,3,49,1000
4,60,0,3,67,1000
1,90,0,3,0,1000
2,90,0,3,70,1000
3,90,0,3,33,1000
4,90,0,3,62,1000
1,120,0,3,0,1000
2,120,0,3,85,1000
3,120,0,3,33,1000
4,120,0,3,57,1000
1,150,0,3,0,1000
2,150,0,3,58,1000
3,150,0,3,47,1000
4,150,0,3,65,1000
1,180,0,3,0,1000
2,180,0,3,83,1000
3,180,0,3,32,1000
4,180,0,3,70,1000
1,210,0,3,0,1000
2,210,0,3,72,1000
3,210,0,3,49,1000
