virus,vaccine_timing,vaccine_coverage,group,emergences,trials
2,-210,0.20833333333333331,21,634,10000
3,-210,0.20833333333333331,21,420,10000
4,-210,0.20833333333333331,21,615,10000
1,-180,0.20833333333333331,21,1,10000
2,-180,0.20833333333333331,21,677,10000
3,-180,0.20833333333333331,21,476,10000
4,-180,0.20833333333333331,21,615,10000
1,-150,0.20833333333333331,21,0,10000
2,-150,0.20833333333333331,21,705,10000
3,-150,0.20833333333333331,21,441,10000
4,-150,0.20833333333333331,21,581,10000
1,-120,0.20833333333333331,21,0,10000
2,-120,0.20833333333333331,21,648,10000
3,-120,0.20833333333333331,21,385,10000
4,-120,0.20833333333333331,21,649,10000
1,-90,0.20833333333333331,21,0,10000
2,-90,0.20833333333333331,21,669,10000
3,-90,0.20833333333333331,21,394,10000
4,-90,0.20833333333333331,21,597,10000
1,-60,0.20833333333333331,21,0,10000
2,-60,0.20833333333333331,21,788,10000
3,-60,0.20833333333333331,21,361,10000
4,-60,0.20833333333333331,21,580,10000
1,-30,0.20833333333333331,21,0,10000
2,-30,0.20833333333333331,21,569,10000
3,-30,0.20833333333333331,21,371,10000
