virus,vaccine_timing,vaccine_coverage,group,emergences,trials
3,90,0.625,61,26,1000
4,90,0.625,61,59,1000
1,120,0.625,61,0,1000
2,120,0.625,61,54,1000
3,120,0.625,61,34,1000
4,120,0.625,61,55,1000
1,150,0.625,61,0,1000
2,150,0.625,61,68,1000
3,150,0.625,61,37,1000
4,150,0.625,61,48,1000
1,180,0.625,61,0,1000
2,180,0.625,61,66,1000
3,180,0.625,61,48,1000
4,180,0.625,61,57,1000
1,210,0.625,61,0,1000
2,210,0.625,61,58,1000
3,210,0.625,61,45,1000
4,210,0.625,61,79,1000
1,240,0.625,61,0,1000
2,240,0.625,61,71,1000
3,240,0.625,61,39,1000
4,240,0.625,61,60,1000
1,270,0.625,61,0,1000
2,270,0.625,61,70,1000
3,270,0.625,61,40,1000
4,270,0.625,61,65,1000
