virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,-120,0.875,83,485,10000
1,-90,0.875,83,0,10000
2,-90,0.875,83,536,10000
3,-90,0.875,83,240,10000
4,-90,0.875,83,457,10000
1,-60,0.875,83,0,10000
2,-60,0.875,83,388,10000
3,-60,0.875,83,240,10000
4,-60,0.875,83,410,10000
1,-30,0.875,83,0,10000
2,-30,0.875,83,334,10000
3,-30,0.875,83,190,10000
4,-30,0.875,83,377,10000
1,0,0.875,83,0,10000
2,0,0.875,83,305,10000
3,0,0.875,83,203,10000
4,0,0.875,83,487,10000
1,30,0.875,83,0,10000
2,30,0.875,83,433,10000
3,30,0.875,83,293,10000
4,30,0.875,83,468,10000
1,60,0.875,83,0,10000
2,60,0.875,83,512,10000
3,60,0.875,83,240,10000
4,60,0.875,83,475,10000
1,90,0.875,83,0,10000
