virus,vaccine_timing,vaccine_coverage,group,emergences,trials
2,-180,0.25,25,696,10000
3,-180,0.25,25,389,10000
4,-180,0.25,25,587,10000
1,-150,0.25,25,0,10000
2,-150,0.25,25,620,10000
3,-150,0.25,25,409,10000
4,-150,0.25,25,637,10000
1,-120,0.25,25,0,10000
2,-120,0.25,25,650,10000
3,-120,0.25,25,408,10000
4,-120,0.25,25,574,10000
1,-90,0.25,25,1,10000
2,-90,0.25,25,589,10000
3,-90,0.25,25,518,10000
4,-90,0.25,25,586,10000
1,-60,0.25,25,0,10000
2,-60,0.25,25,634,10000
3,-60,0.25,25,406,10000
4,-60,0.25,25,534,10000
1,-30,0.25,25,0,10000
2,-30,0.25,25,637,10000
3,-30,0.25,25,343,10000
4,-30,0.25,25,595,10000
1,0,0.25,25,0,10000
2,0,0.25,25,625,10000
3,0,0.25,25,377,10000
