virus,vaccine_timing,vaccine_coverage,group,emergences,trials
3,270,0.3333333333333333,35,38,1000
4,270,0.3333333333333333,35,59,1000
1,300,0.3333333333333333,35,0,1000
2,300,0.3333333333333333,35,70,1000
3,300,0.3333333333333333,35,36,1000
4,300,0.3333333333333333,35,67,1000
1,330,0.3333333333333333,35,0,1000
2,330,0.3333333333333333,35,66,1000
3,330,0.3333333333333333,35,50,1000
4,330,0.3333333333333333,35,83,1000
1,360,0.3333333333333333,35,0,1000
2,360,0.3333333333333333,35,77,1000
3,360,0.3333333333333333,35,50,1000
4,360,0.3333333333333333,35,55,1000
1,-360,0.375,35,0,1000
2,-360,0.375,35,61,1000
3,-360,0.375,35,41,1000
4,-360,0.375,35,75,1000
1,-330,0.375,35,0,1000
2,-330,0.375,35,64,1000
3,-330,0.375,35,34,1000
4,-330,0.375,35,61,1000
1,-300,0.375,35,0,1000
2,-300,0.375,35,62,1000
3,-300,0.375,35,42,1000
4,-300,0.375,35,58,1000
