virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,-180,0,2,639,10000
1,-150,0,2,2,10000
2,-150,0,2,774,10000
3,-150,0,2,392,10000
4,-150,0,2,604,10000
1,-120,0,2,2,10000
2,-120,0,2,782,10000
3,-120,0,2,470,10000
4,-120,0,2,581,10000
1,-90,0,2,0,10000
2,-90,0,2,642,10000
3,-90,0,2,389,10000
4,-90,0,2,649,10000
1,-60,0,2,0,10000
2,-60,0,2,741,10000
3,-60,0,2,480,10000
4,-60,0,2,598,10000
1,-30,0,2,0,10000
2,-30,0,2,715,10000
3,-30,0,2,495,10000
4,-30,0,2,614,10000
1,0,0,2,0,10000
2,0,0,2,792,10000
3,0,0,2,409,10000
4,0,0,2,691,10000
1,30,0,2,0,10000
