virus,vaccine_timing,vaccine_coverage,group,emergences,trials
2,-330,0.041666666666666664,5,743,10000
3,-330,0.041666666666666664,5,470,10000
4,-330,0.041666666666666664,5,630,10000
1,-300,0.041666666666666664,5,0,10000
2,-300,0.041666666666666664,5,722,10000
3,-300,0.041666666666666664,5,395,10000
4,-300,0.041666666666666664,5,611,10000
1,-270,0.041666666666666664,5,0,10000
2,-270,0.041666666666666664,5,706,10000
3,-270,0.041666666666666664,5,428,10000
4,-270,0.041666666666666664,5,648,10000
1,-240,0.041666666666666664,5,0,10000
2,-240,0.041666666666666664,5,710,10000
3,-240,0.041666666666666664,5,408,10000
4,-240,0.041666666666666664,5,616,10000
1,-210,0.041666666666666664,5,0,10000
2,-210,0.041666666666666664,5,660,10000
3,-210,0.041666666666666664,5,514,10000
4,-210,0.041666666666666664,5,639,10000
1,-180,0.041666666666666664,5,1,10000
2,-180,0.041666666666666664,5,618,10000
3,-180,0.041666666666666664,5,410,10000
4,-180,0.041666666666666664,5,655,10000
1,-150,0.041666666666666664,5,0,10000
2,-150,0.041666666666666664,5,653,10000
3,-150,0.041666666666666664,5,369,10000
