virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,210,0.7916666666666666,77,75,1000
1,240,0.7916666666666666,77,0,1000
2,240,0.7916666666666666,77,76,1000
3,240,0.7916666666666666,77,52,1000
4,240,0.7916666666666666,77,61,1000
1,270,0.7916666666666666,77,0,1000
2,270,0.7916666666666666,77,79,1000
3,270,0.7916666666666666,77,39,1000
4,270,0.7916666666666666,77,53,1000
1,300,0.7916666666666666,77,0,1000
2,300,0.7916666666666666,77,71,1000
3,300,0.7916666666666666,77,46,1000
4,300,0.7916666666666666,77,64,1000
1,330,0.7916666666666666,77,0,1000
2,330,0.7916666666666666,77,53,1000
3,330,0.7916666666666666,77,46,1000
4,330,0.7916666666666666,77,63,1000
1,360,0.7916666666666666,77,0,1000
2,360,0.7916666666666666,77,61,1000
3,360,0.7916666666666666,77,28,1000
4,360,0.7916666666666666,77,72,1000
1,-360,0.8333333333333333,77,0,1000
2,-360,0.8333333333333333,77,66,1000
3,-360,0.8333333333333333,77,42,1000
4,-360,0.8333333333333333,77,59,1000
1,-330,0.8333333333333333,77,0,1000
