virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,360,0.20833333333333331,24,650,10000
1,-360,0.25,24,1,10000
2,-360,0.25,24,814,10000
3,-360,0.25,24,356,10000
4,-360,0.25,24,588,10000
1,-330,0.25,24,0,10000
2,-330,0.25,24,664,10000
3,-330,0.25,24,460,10000
4,-330,0.25,24,559,10000
1,-300,0.25,24,0,10000
2,-300,0.25,24,710,10000
3,-300,0.25,24,446,10000
4,-300,0.25,24,587,10000
1,-270,0.25,24,0,10000
2,-270,0.25,24,742,10000
3,-270,0.25,24,398,10000
4,-270,0.25,24,631,10000
1,-240,0.25,24,0,10000
2,-240,0.25,24,704,10000
3,-240,0.25,24,415,10000
4,-240,0.25,24,604,10000
1,-210,0.25,24,0,10000
2,-210,0.25,24,759,10000
3,-210,0.25,24,455,10000
4,-210,0.25,24,590,10000
1,-180,0.25,24,0,10000
