virus,vaccine_timing,vaccine_coverage,group,emergences,trials
3,-90,0.375,37,40,1000
4,-90,0.375,37,53,1000
1,-60,0.375,37,0,1000
2,-60,0.375,37,63,1000
3,-60,0.375,37,45,1000
4,-60,0.375,37,50,1000
1,-30,0.375,37,0,1000
2,-30,0.375,37,46,1000
3,-30,0.375,37,32,1000
4,-30,0.375,37,52,1000
1,0,0.375,37,0,1000
2,0,0.375,37,66,1000
3,0,0.375,37,29,1000
4,0,0.375,37,61,1000
1,30,0.375,37,0,1000
2,30,0.375,37,47,1000
3,30,0.375,37,46,1000
4,30,0.375,37,77,1000
1,60,0.375,37,0,1000
2,60,0.375,37,53,1000
3,60,0.375,37,22,1000
4,60,0.375,37,52,1000
1,90,0.375,37,0,1000
2,90,0.375,37,67,1000
3,90,0.375,37,40,1000
4,90,0.375,37,57,1000
