virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,210,0,4,67,1000
1,240,0,4,0,1000
2,240,0,4,75,1000
3,240,0,4,39,1000
4,240,0,4,62,1000
1,270,0,4,0,1000
2,270,0,4,84,1000
3,270,0,4,42,1000
4,270,0,4,65,1000
1,300,0,4,0,1000
2,300,0,4,78,1000
3,300,0,4,40,1000
4,300,0,4,63,1000
1,330,0,4,1,1000
2,330,0,4,71,1000
3,330,0,4,39,1000
4,330,0,4,71,1000
1,360,0,4,0,1000
2,360,0,4,50,1000
3,360,0,4,47,1000
4,360,0,4,51,1000
1,-360,0.041666666666666664,4,0,1000
2,-360,0.041666666666666664,4,75,1000
3,-360,0.041666666666666664,4,33,1000
4,-360,0.041666666666666664,4,68,1000
1,-330,0.041666666666666664,4,0,1000
