virus,vaccine_timing,vaccine_coverage,group,emergences,trials
1,90,0.3333333333333333,34,0,10000
2,90,0.3333333333333333,34,649,10000
3,90,0.3333333333333333,34,437,10000
4,90,0.3333333333333333,34,553,10000
1,120,0.3333333333333333,34,1,10000
2,120,0.3333333333333333,34,618,10000
3,120,0.3333333333333333,34,328,10000
4,120,0.3333333333333333,34,598,10000
1,150,0.3333333333333333,34,0,10000
2,150,0.3333333333333333,34,606,10000
3,150,0.3333333333333333,34,415,10000
4,150,0.3333333333333333,34,631,10000
1,180,0.3333333333333333,34,0,10000
2,180,0.3333333333333333,34,679,10000
3,180,0.3333333333333333,34,459,10000
4,180,0.3333333333333333,34,641,10000
1,210,0.3333333333333333,34,0,10000
2,210,0.3333333333333333,34,706,10000
3,210,0.3333333333333333,34,358,10000
4,210,0.3333333333333333,34,622,10000
1,240,0.3333333333333333,34,0,10000
2,240,0.3333333333333333,34,680,10000
3,240,0.3333333333333333,34,406,10000
4,240,0.3333333333333333,34,580,10000
1,270,0.3333333333333333,34,0,10000
2,270,0.3333333333333333,34,737,10000
