virus,vaccine_timing,vaccine_coverage,group,emergences,trials
2,240,0.29166666666666663,31,717,10000
3,240,0.29166666666666663,31,394,10000
4,240,0.29166666666666663,31,638,10000
1,270,0.29166666666666663,31,0,10000
2,270,0.29166666666666663,31,662,10000
3,270,0.29166666666666663,31,504,10000
4,270,0.29166666666666663,31,644,10000
1,300,0.29166666666666663,31,0,10000
2,300,0.29166666666666663,31,679,10000
3,300,0.29166666666666663,31,373,10000
4,300,0.29166666666666663,31,595,10000
1,330,0.29166666666666663,31,0,10000
2,330,0.29166666666666663,31,627,10000
3,330,0.29166666666666663,31,458,10000
4,330,0.29166666666666663,31,637,10000
1,360,0.29166666666666663,31,0,10000
2,360,0.29166666666666663,31,669,10000
3,360,0.29166666666666663,31,404,10000
4,360,0.29166666666666663,31,633,10000
1,-360,0.3333333333333333,31,0,10000
2,-360,0.3333333333333333,31,724,10000
3,-360,0.3333333333333333,31,394,10000
4,-360,0.3333333333333333,31,667,10000
1,-330,0.3333333333333333,31,0,10000
2,-330,0.3333333333333333,31,727,10000
3,-330,0.3333333333333333,31,458,10000
