virus,vaccine_timing,vaccine_coverage,group,emergences,trials
2,-330,0.8333333333333333,78,727,10000
3,-330,0.8333333333333333,78,447,10000
4,-330,0.8333333333333333,78,595,10000
1,-300,0.8333333333333333,78,0,10000
2,-300,0.8333333333333333,78,639,10000
3,-300,0.8333333333333333,78,433,10000
4,-300,0.8333333333333333,78,587,10000
1,-270,0.8333333333333333,78,1,10000
2,-270,0.8333333333333333,78,702,10000
3,-270,0.8333333333333333,78,351,10000
4,-270,0.8333333333333333,78,605,10000
1,-240,0.8333333333333333,78,0,10000
2,-240,0.8333333333333333,78,724,10000
3,-240,0.8333333333333333,78,323,10000
4,-240,0.8333333333333333,78,601,10000
1,-210,0.8333333333333333,78,0,10000
2,-210,0.8333333333333333,78,612,10000
3,-210,0.8333333333333333,78,403,10000
4,-210,0.8333333333333333,78,608,10000
1,-180,0.8333333333333333,78,1,10000
2,-180,0.8333333333333333,78,578,10000
3,-180,0.8333333333333333,78,370,10000
4,-180,0.8333333333333333,78,574,10000
1,-150,0.8333333333333333,78,0,10000
2,-150,0.8333333333333333,78,555,10000
3,-150,0.8333333333333333,78,395,10000
