virus,vaccine_timing,vaccine_coverage,group,emergences,trials
2,180,0.20833333333333331,23,695,10000
3,180,0.20833333333333331,23,320,10000
4,180,0.20833333333333331,23,616,10000
1,210,0.20833333333333331,23,0,10000
2,210,0.20833333333333331,23,759,10000
3,210,0.20833333333333331,23,444,10000
4,210,0.20833333333333331,23,567,10000
1,240,0.20833333333333331,23,0,10000
2,240,0.20833333333333331,23,657,10000
3,240,0.20833333333333331,23,385,10000
4,240,0.20833333333333331,23,648,10000
1,270,0.20833333333333331,23,0,10000
2,270,0.20833333333333331,23,701,10000
3,270,0.20833333333333331,23,480,10000
4,270,0.20833333333333331,23,644,10000
1,300,0.20833333333333331,23,1,10000
2,300,0.20833333333333331,23,692,10000
3,300,0.20833333333333331,23,401,10000
4,300,0.20833333333333331,23,697,10000
1,330,0.20833333333333331,23,2,10000
2,330,0.20833333333333331,23,665,10000
3,330,0.20833333333333331,23,471,10000
4,330,0.20833333333333331,23,595,10000
1,360,0.20833333333333331,23,0,10000
2,360,0.20833333333333331,23,753,10000
3,360,0.20833333333333331,23,410,10000
