virus,vaccine_timing,vaccine_coverage,group,emergences,trials
2,90,0.875,84,43,1000
3,90,0.875,84,19,1000
4,90,0.875,84,59,1000
1,120,0.875,84,0,1000
2,120,0.875,84,53,1000
3,120,0.875,84,28,1000
4,120,0.875,84,50,1000
1,150,0.875,84,0,1000
2,150,0.875,84,51,1000
3,150,0.875,84,37,1000
4,150,0.875,84,52,1000
1,180,0.875,84,0,1000
2,180,0.875,84,65,1000
3,180,0.875,84,33,1000
4,180,0.875,84,69,1000
1,210,0.875,84,0,1000
2,210,0.875,84,78,1000
3,210,0.875,84,22,1000
4,210,0.875,84,53,1000
1,240,0.875,84,0,1000
2,240,0.875,84,58,1000
3,240,0.875,84,46,1000
4,240,0.875,84,57,1000
1,270,0.875,84,0,1000
2,270,0.875,84,65,1000
3,270,0.875,84,39,1000
