virus,vaccine_timing,vaccine_coverage,group,emergences,trials
1,-210,0.4583333333333333,44,0,10000
2,-210,0.4583333333333333,44,696,10000
3,-210,0.4583333333333333,44,436,10000
4,-210,0.4583333333333333,44,659,10000
1,-180,0.4583333333333333,44,0,10000
2,-180,0.4583333333333333,44,692,10000
3,-180,0.4583333333333333,44,444,10000
4,-180,0.4583333333333333,44,594,10000
1,-150,0.4583333333333333,44,1,10000
2,-150,0.4583333333333333,44,665,10000
3,-150,0.4583333333333333,44,395,10000
4,-150,0.4583333333333333,44,581,10000
1,-120,0.4583333333333333,44,0,10000
2,-120,0.4583333333333333,44,635,10000
3,-120,0.4583333333333333,44,331,10000
4,-120,0.4583333333333333,44,601,10000
1,-90,0.4583333333333333,44,0,10000
2,-90,0.4583333333333333,44,633,10000
3,-90,0.4583333333333333,44,356,10000
4,-90,0.4583333333333333,44,579,10000
1,-60,0.4583333333333333,44,0,10000
2,-60,0.4583333333333333,44,523,10000
3,-60,0.4583333333333333,44,386,10000
4,-60,0.4583333333333333,44,550,10000
1,-30,0.4583333333333333,44,0,10000
2,-30,0.4583333333333333,44,445,10000
