virus,vaccine_timing,vaccine_coverage,group,emergences,trials
1,-360,0,1,0,10000
2,-360,0,1,673,10000
3,-360,0,1,445,10000
4,-360,0,1,661,10000
1,-330,0,1,0,10000
2,-330,0,1,768,10000
3,-330,0,1,447,10000
4,-330,0,1,626,10000
1,-300,0,1,0,10000
2,-300,0,1,728,10000
3,-300,0,1,412,10000
4,-300,0,1,652,10000
1,-270,0,1,0,10000
2,-270,0,1,666,10000
3,-270,0,1,389,10000
4,-270,0,1,597,10000
1,-240,0,1,1,10000
2,-240,0,1,710,10000
3,-240,0,1,422,10000
4,-240,0,1,600,10000
1,-210,0,1,0,10000
2,-210,0,1,741,10000
3,-210,0,1,384,10000
4,-210,0,1,678,10000
1,-180,0,1,0,10000
2,-180,0,1,640,10000
3,-180,0,1,476,10000
