virus,vaccine_timing,vaccine_coverage,group,emergences,trials
3,360,0.4583333333333333,47,47,1000
4,360,0.4583333333333333,47,68,1000
1,-360,0.5,47,0,1000
2,-360,0.5,47,59,1000
3,-360,0.5,47,42,1000
4,-360,0.5,47,66,1000
1,-330,0.5,47,0,1000
2,-330,0.5,47,72,1000
3,-330,0.5,47,38,1000
4,-330,0.5,47,62,1000
1,-300,0.5,47,0,1000
2,-300,0.5,47,64,1000
3,-300,0.5,47,46,1000
4,-300,0.5,47,59,1000
1,-270,0.5,47,0,1000
2,-270,0.5,47,76,1000
3,-270,0.5,47,46,1000
4,-270,0.5,47,70,1000
1,-240,0.5,47,0,1000
2,-240,0.5,47,64,1000
3,-240,0.5,47,40,1000
4,-240,0.5,47,60,1000
1,-210,0.5,47,0,1000
2,-210,0.5,47,76,1000
3,-210,0.5,47,62,1000
4,-210,0.5,47,67,1000
