virus,vaccine_timing,vaccine_coverage,group,emergences,trials
2,210,0.25,27,78,1000
3,210,0.25,27,38,1000
4,210,0.25,27,76,1000
1,240,0.25,27,0,1000
2,240,0.25,27,53,1000
3,240,0.25,27,46,1000
4,240,0.25,27,57,1000
1,270,0.25,27,0,1000
2,270,0.25,27,72,1000
3,270,0.25,27,47,1000
4,270,0.25,27,66,1000
1,300,0.25,27,0,1000
2,300,0.25,27,81,1000
3,300,0.25,27,31,1000
4,300,0.25,27,72,1000
1,330,0.25,27,0,1000
2,330,0.25,27,50,1000
3,330,0.25,27,46,1000
4,330,0.25,27,68,1000
1,360,0.25,27,0,1000
2,360,0.25,27,69,1000
3,360,0.25,27,45,1000
4,360,0.25,27,58,1000
1,-360,0.29166666666666663,27,0,1000
2,-360,0.29166666666666663,27,79,1000
3,-360,0.29166666666666663,27,32,1000
