virus,vaccine_timing,vaccine_coverage,group,emergences,trials
1,-150,0.5416666666666666,52,0,10000
2,-150,0.5416666666666666,52,688,10000
3,-150,0.5416666666666666,52,365,10000
4,-150,0.5416666666666666,52,637,10000
1,-120,0.5416666666666666,52,0,10000
2,-120,0.5416666666666666,52,585,10000
3,-120,0.5416666666666666,52,309,10000
4,-120,0.5416666666666666,52,554,10000
1,-90,0.5416666666666666,52,1,10000
2,-90,0.5416666666666666,52,606,10000
3,-90,0.5416666666666666,52,443,10000
4,-90,0.5416666666666666,52,566,10000
1,-60,0.5416666666666666,52,0,10000
2,-60,0.5416666666666666,52,541,10000
3,-60,0.5416666666666666,52,313,10000
4,-60,0.5416666666666666,52,554,10000
1,-30,0.5416666666666666,52,0,10000
2,-30,0.5416666666666666,52,487,10000
3,-30,0.5416666666666666,52,309,10000
4,-30,0.5416666666666666,52,472,10000
1,0,0.5416666666666666,52,0,10000
2,0,0.5416666666666666,52,551,10000
3,0,0.5416666666666666,52,294,10000
4,0,0.5416666666666666,52,537,10000
1,30,0.5416666666666666,52,0,10000
2,30,0.5416666666666666,52,548,10000
