virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,300,0.9166666666666666,89,62,1000
1,330,0.9166666666666666,89,0,1000
2,330,0.9166666666666666,89,74,1000
3,330,0.9166666666666666,89,29,1000
4,330,0.9166666666666666,89,75,1000
1,360,0.9166666666666666,89,0,1000
2,360,0.9166666666666666,89,70,1000
3,360,0.9166666666666666,89,38,1000
4,360,0.9166666666666666,89,61,1000
1,-360,0.9583333333333333,89,0,1000
2,-360,0.9583333333333333,89,76,1000
3,-360,0.9583333333333333,89,44,1000
4,-360,0.9583333333333333,89,63,1000
1,-330,0.9583333333333333,89,0,1000
2,-330,0.9583333333333333,89,84,1000
3,-330,0.9583333333333333,89,34,1000
4,-330,0.9583333333333333,89,68,1000
1,-300,0.9583333333333333,89,0,1000
2,-300,0.9583333333333333,89,46,1000
3,-300,0.9583333333333333,89,51,1000
4,-300,0.9583333333333333,89,55,1000
1,-270,0.9583333333333333,89,0,1000
2,-270,0.9583333333333333,89,75,1000
3,-270,0.9583333333333333,89,49,1000
4,-270,0.9583333333333333,89,53,1000
1,-240,0.9583333333333333,89,0,1000
