virus,vaccine_timing,vaccine_coverage,group,emergences,trials
2,120,0.9166666666666666,88,493,10000
3,120,0.9166666666666666,88,293,10000
4,120,0.9166666666666666,88,578,10000
1,150,0.9166666666666666,88,0,10000
2,150,0.9166666666666666,88,548,10000
3,150,0.9166666666666666,88,239,10000
4,150,0.9166666666666666,88,575,10000
1,180,0.9166666666666666,88,0,10000
2,180,0.9166666666666666,88,677,10000
3,180,0.9166666666666666,88,382,10000
4,180,0.9166666666666666,88,623,10000
1,210,0.9166666666666666,88,0,10000
2,210,0.9166666666666666,88,701,10000
3,210,0.9166666666666666,88,343,10000
4,210,0.9166666666666666,88,652,10000
1,240,0.9166666666666666,88,0,10000
2,240,0.9166666666666666,88,656,10000
3,240,0.9166666666666666,88,329,10000
4,240,0.9166666666666666,88,567,10000
1,270,0.9166666666666666,88,0,10000
2,270,0.9166666666666666,88,762,10000
3,270,0.9166666666666666,88,415,10000
4,270,0.9166666666666666,88,607,10000
1,300,0.9166666666666666,88,0,10000
2,300,0.9166666666666666,88,723,10000
3,300,0.9166666666666666,88,432,10000
