virus,vaccine_timing,vaccine_coverage,group,emergences,trials
2,0,0.75,72,29,1000
3,0,0.75,72,19,1000
4,0,0.75,72,47,1000
1,30,0.75,72,0,1000
2,30,0.75,72,44,1000
3,30,0.75,72,24,1000
4,30,0.75,72,43,1000
1,60,0.75,72,0,1000
2,60,0.75,72,59,1000
3,60,0.75,72,34,1000
4,60,0.75,72,40,1000
1,90,0.75,72,0,1000
2,90,0.75,72,55,1000
3,90,0.75,72,20,1000
4,90,0.75,72,43,1000
1,120,0.75,72,0,1000
2,120,0.75,72,52,1000
3,120,0.75,72,34,1000
4,120,0.75,72,61,1000
1,150,0.75,72,0,1000
2,150,0.75,72,50,1000
3,150,0.75,72,27,1000
4,150,0.75,72,60,1000
1,180,0.75,72,0,1000
2,180,0.75,72,64,1000
3,180,0.75,72,34,1000
