virus,vaccine_timing,vaccine_coverage,group,emergences,trials
2,-300,0.875,82,66,1000
3,-300,0.875,82,45,1000
4,-300,0.875,82,64,1000
1,-270,0.875,82,0,1000
2,-270,0.875,82,73,1000
3,-270,0.875,82,51,1000
4,-270,0.875,82,60,1000
1,-240,0.875,82,0,1000
2,-240,0.875,82,76,1000
3,-240,0.875,82,48,1000
4,-240,0.875,82,51,1000
1,-210,0.875,82,0,1000
2,-210,0.875,82,90,1000
3,-210,0.875,82,33,1000
4,-210,0.875,82,50,1000
1,-180,0.875,82,0,1000
2,-180,0.875,82,47,1000
3,-180,0.875,82,36,1000
4,-180,0.875,82,73,1000
1,-150,0.875,82,0,1000
2,-150,0.875,82,50,1000
3,-150,0.875,82,27,1000
4,-150,0.875,82,53,1000
1,-120,0.875,82,0,1000
2,-120,0.875,82,36,1000
3,-120,0.875,82,17,1000
