virus,vaccine_timing,vaccine_coverage,group,emergences,trials
3,-360,0.5416666666666666,51,455,10000
4,-360,0.5416666666666666,51,646,10000
1,-330,0.5416666666666666,51,0,10000
2,-330,0.5416666666666666,51,720,10000
3,-330,0.5416666666666666,51,392,10000
4,-330,0.5416666666666666,51,626,10000
1,-300,0.5416666666666666,51,0,10000
2,-300,0.5416666666666666,51,646,10000
3,-300,0.5416666666666666,51,410,10000
4,-300,0.5416666666666666,51,602,10000
1,-270,0.5416666666666666,51,0,10000
2,-270,0.5416666666666666,51,624,10000
3,-270,0.5416666666666666,51,406,10000
4,-270,0.5416666666666666,51,588,10000
1,-240,0.5416666666666666,51,1,10000
2,-240,0.5416666666666666,51,755,10000
3,-240,0.5416666666666666,51,406,10000
4,-240,0.5416666666666666,51,643,10000
1,-210,0.5416666666666666,51,0,10000
2,-210,0.5416666666666666,51,718,10000
3,-210,0.5416666666666666,51,351,10000
4,-210,0.5416666666666666,51,582,10000
1,-180,0.5416666666666666,51,0,10000
2,-180,0.5416666666666666,51,647,10000
3,-180,0.5416666666666666,51,498,10000
4,-180,0.5416666666666666,51,585,10000
