virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,120,0.6666666666666666,65,559,10000
1,150,0.6666666666666666,65,0,10000
2,150,0.6666666666666666,65,639,10000
3,150,0.6666666666666666,65,358,10000
4,150,0.6666666666666666,65,592,10000
1,180,0.6666666666666666,65,0,10000
2,180,0.6666666666666666,65,621,10000
3,180,0.6666666666666666,65,439,10000
4,180,0.6666666666666666,65,632,10000
1,210,0.6666666666666666,65,0,10000
2,210,0.6666666666666666,65,667,10000
3,210,0.6666666666666666,65,357,10000
4,210,0.6666666666666666,65,613,10000
1,240,0.6666666666666666,65,0,10000
2,240,0.6666666666666666,65,688,10000
3,240,0.6666666666666666,65,404,10000
4,240,0.6666666666666666,65,627,10000
1,270,0.6666666666666666,65,0,10000
2,270,0.6666666666666666,65,656,10000
3,270,0.6666666666666666,65,336,10000
4,270,0.6666666666666666,65,631,10000
1,300,0.6666666666666666,65,0,10000
2,300,0.6666666666666666,65,706,10000
3,300,0.6666666666666666,65,339,10000
4,300,0.6666666666666666,65,683,10000
1,330,0.6666666666666666,65,0,10000
