virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,-30,1,95,413,10000
1,0,1,95,0,10000
2,0,1,95,269,10000
3,0,1,95,76,10000
4,0,1,95,370,10000
1,30,1,95,0,10000
2,30,1,95,285,10000
3,30,1,95,118,10000
4,30,1,95,384,10000
1,60,1,95,0,10000
2,60,1,95,333,10000
3,60,1,95,168,10000
4,60,1,95,429,10000
1,90,1,95,0,10000
2,90,1,95,447,10000
3,90,1,95,186,10000
4,90,1,95,416,10000
1,120,1,95,0,10000
2,120,1,95,521,10000
3,120,1,95,182,10000
4,120,1,95,536,10000
1,150,1,95,0,10000
2,150,1,95,539,10000
3,150,1,95,286,10000
4,150,1,95,531,10000
1,180,1,95,0,10000
