virus,vaccine_timing,vaccine_coverage,group,emergences,trials
1,-270,0.375,36,0,1000
2,-270,0.375,36,60,1000
3,-270,0.375,36,29,1000
4,-270,0.375,36,58,1000
1,-240,0.375,36,0,1000
2,-240,0.375,36,76,1000
3,-240,0.375,36,41,1000
4,-240,0.375,36,70,1000
1,-210,0.375,36,0,1000
2,-210,0.375,36,65,1000
3,-210,0.375,36,29,1000
4,-210,0.375,36,54,1000
1,-180,0.375,36,0,1000
2,-180,0.375,36,64,1000
3,-180,0.375,36,52,1000
4,-180,0.375,36,74,1000
1,-150,0.375,36,0,1000
2,-150,0.375,36,70,1000
3,-150,0.375,36,43,1000
4,-150,0.375,36,60,1000
1,-120,0.375,36,0,1000
2,-120,0.375,36,67,1000
3,-120,0.375,36,40,1000
4,-120,0.375,36,68,1000
1,-90,0.375,36,0,1000
2,-90,0.375,36,66,1000
