virus,vaccine_timing,vaccine_coverage,group,emergences,trials
2,-210,1,94,52,1000
3,-210,1,94,27,1000
4,-210,1,94,62,1000
1,-180,1,94,0,1000
2,-180,1,94,50,1000
3,-180,1,94,41,1000
4,-180,1,94,60,1000
1,-150,1,94,0,1000
2,-150,1,94,51,1000
3,-150,1,94,22,1000
4,-150,1,94,44,1000
1,-120,1,94,0,1000
2,-120,1,94,55,1000
3,-120,1,94,34,1000
4,-120,1,94,54,1000
1,-90,1,94,0,1000
2,-90,1,94,46,1000
3,-90,1,94,16,1000
4,-90,1,94,39,1000
1,-60,1,94,0,1000
2,-60,1,94,44,1000
3,-60,1,94,12,1000
4,-60,1,94,31,1000
1,-30,1,94,0,1000
2,-30,1,94,20,1000
3,-30,1,94,10,1000
