virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,240,0.041666666666666664,8,642,10000
1,270,0.041666666666666664,8,0,10000
2,270,0.041666666666666664,8,798,10000
3,270,0.041666666666666664,8,461,10000
4,270,0.041666666666666664,8,577,10000
1,300,0.041666666666666664,8,0,10000
2,300,0.041666666666666664,8,670,10000
3,300,0.041666666666666664,8,411,10000
4,300,0.041666666666666664,8,681,10000
1,330,0.041666666666666664,8,0,10000
2,330,0.041666666666666664,8,742,10000
3,330,0.041666666666666664,8,474,10000
4,330,0.041666666666666664,8,632,10000
1,360,0.041666666666666664,8,0,10000
2,360,0.041666666666666664,8,716,10000
3,360,0.041666666666666664,8,401,10000
4,360,0.041666666666666664,8,671,10000
1,-360,0.08333333333333333,8,0,10000
2,-360,0.08333333333333333,8,714,10000
3,-360,0.08333333333333333,8,381,10000
4,-360,0.08333333333333333,8,617,10000
1,-330,0.08333333333333333,8,0,10000
2,-330,0.08333333333333333,8,617,10000
3,-330,0.08333333333333333,8,532,10000
4,-330,0.08333333333333333,8,641,10000
1,-300,0.08333333333333333,8,0,10000
