virus,vaccine_timing,vaccine_coverage,group,emergences,trials
3,330,0.41666666666666663,43,393,10000
4,330,0.41666666666666663,43,689,10000
1,360,0.41666666666666663,43,0,10000
2,360,0.41666666666666663,43,712,10000
3,360,0.41666666666666663,43,544,10000
4,360,0.41666666666666663,43,635,10000
1,-360,0.4583333333333333,43,0,10000
2,-360,0.4583333333333333,43,722,10000
3,-360,0.4583333333333333,43,446,10000
4,-360,0.4583333333333333,43,637,10000
1,-330,0.4583333333333333,43,0,10000
2,-330,0.4583333333333333,43,685,10000
3,-330,0.4583333333333333,43,374,10000
4,-330,0.4583333333333333,43,680,10000
1,-300,0.4583333333333333,43,0,10000
2,-300,0.4583333333333333,43,649,10000
3,-300,0.4583333333333333,43,421,10000
4,-300,0.4583333333333333,43,604,10000
1,-270,0.4583333333333333,43,0,10000
2,-270,0.4583333333333333,43,727,10000
3,-270,0.4583333333333333,43,415,10000
4,-270,0.4583333333333333,43,575,10000
1,-240,0.4583333333333333,43,0,10000
2,-240,0.4583333333333333,43,794,10000
3,-240,0.4583333333333333,43,455,10000
4,-240,0.4583333333333333,43,606,10000
