virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,270,0.08333333333333333,12,654,10000
1,300,0.08333333333333333,12,0,10000
2,300,0.08333333333333333,12,709,10000
3,300,0.08333333333333333,12,471,10000
4,300,0.08333333333333333,12,561,10000
1,330,0.08333333333333333,12,0,10000
2,330,0.08333333333333333,12,623,10000
3,330,0.08333333333333333,12,415,10000
4,330,0.08333333333333333,12,597,10000
1,360,0.08333333333333333,12,0,10000
2,360,0.08333333333333333,12,705,10000
3,360,0.08333333333333333,12,450,10000
4,360,0.08333333333333333,12,614,10000
1,-360,0.125,12,0,10000
2,-360,0.125,12,686,10000
3,-360,0.125,12,415,10000
4,-360,0.125,12,595,10000
1,-330,0.125,12,0,10000
2,-330,0.125,12,677,10000
3,-330,0.125,12,438,10000
4,-330,0.125,12,627,10000
1,-300,0.125,12,0,10000
2,-300,0.125,12,645,10000
3,-300,0.125,12,367,10000
4,-300,0.125,12,624,10000
1,-270,0.125,12,0,10000
