virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,-90,0.9166666666666666,87,57,1000
1,-60,0.9166666666666666,87,0,1000
2,-60,0.9166666666666666,87,41,1000
3,-60,0.9166666666666666,87,15,1000
4,-60,0.9166666666666666,87,47,1000
1,-30,0.9166666666666666,87,0,1000
2,-30,0.9166666666666666,87,33,1000
3,-30,0.9166666666666666,87,16,1000
4,-30,0.9166666666666666,87,37,1000
1,0,0.9166666666666666,87,0,1000
2,0,0.9166666666666666,87,28,1000
3,0,0.9166666666666666,87,14,1000
4,0,0.9166666666666666,87,37,1000
1,30,0.9166666666666666,87,0,1000
2,30,0.9166666666666666,87,42,1000
3,30,0.9166666666666666,87,20,1000
4,30,0.9166666666666666,87,51,1000
1,60,0.9166666666666666,87,0,1000
2,60,0.9166666666666666,87,53,1000
3,60,0.9166666666666666,87,27,1000
4,60,0.9166666666666666,87,42,1000
1,90,0.9166666666666666,87,0,1000
2,90,0.9166666666666666,87,69,1000
3,90,0.9166666666666666,87,36,1000
4,90,0.9166666666666666,87,47,1000
1,120,0.9166666666666666,87,0,1000
