virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,240,0.8333333333333333,81,67,1000
1,270,0.8333333333333333,81,0,1000
2,270,0.8333333333333333,81,68,1000
3,270,0.8333333333333333,81,41,1000
4,270,0.8333333333333333,81,62,1000
1,300,0.8333333333333333,81,0,1000
2,300,0.8333333333333333,81,70,1000
3,300,0.8333333333333333,81,40,1000
4,300,0.8333333333333333,81,50,1000
1,330,0.8333333333333333,81,0,1000
2,330,0.8333333333333333,81,80,1000
3,330,0.8333333333333333,81,43,1000
4,330,0.8333333333333333,81,54,1000
1,360,0.8333333333333333,81,0,1000
2,360,0.8333333333333333,81,67,1000
3,360,0.8333333333333333,81,45,1000
4,360,0.8333333333333333,81,61,1000
1,-360,0.875,81,0,1000
2,-360,0.875,81,72,1000
3,-360,0.875,81,60,1000
4,-360,0.875,81,77,1000
1,-330,0.875,81,0,1000
2,-330,0.875,81,56,1000
3,-330,0.875,81,47,1000
4,-330,0.875,81,60,1000
1,-300,0.875,81,0,1000
