virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,-330,0.3333333333333333,32,62,1000
1,-300,0.3333333333333333,32,0,1000
2,-300,0.3333333333333333,32,65,1000
3,-300,0.3333333333333333,32,39,1000
4,-300,0.3333333333333333,32,72,1000
1,-270,0.3333333333333333,32,0,1000
2,-270,0.3333333333333333,32,72,1000
3,-270,0.3333333333333333,32,36,1000
4,-270,0.3333333333333333,32,70,1000
1,-240,0.3333333333333333,32,0,1000
2,-240,0.3333333333333333,32,69,1000
3,-240,0.3333333333333333,32,30,1000
4,-240,0.3333333333333333,32,67,1000
1,-210,0.3333333333333333,32,0,1000
2,-210,0.3333333333333333,32,69,1000
3,-210,0.3333333333333333,32,40,1000
4,-210,0.3333333333333333,32,65,1000
1,-180,0.3333333333333333,32,0,1000
2,-180,0.3333333333333333,32,66,1000
3,-180,0.3333333333333333,32,54,1000
4,-180,0.3333333333333333,32,50,1000
1,-150,0.3333333333333333,32,0,1000
2,-150,0.3333333333333333,32,69,1000
3,-150,0.3333333333333333,32,45,1000
4,-150,0.3333333333333333,32,62,1000
1,-120,0.3333333333333333,32,0,1000
2,-120,0.3333333333333333,32,81,1000
