virus,vaccine_timing,vaccine_coverage,group,emergences,trials
2,180,1,96,521,10000
3,180,1,96,226,10000
4,180,1,96,586,10000
1,210,1,96,0,10000
2,210,1,96,640,10000
3,210,1,96,274,10000
4,210,1,96,614,10000
1,240,1,96,0,10000
2,240,1,96,630,10000
3,240,1,96,254,10000
4,240,1,96,640,10000
1,270,1,96,0,10000
2,270,1,96,680,10000
3,270,1,96,347,10000
4,270,1,96,623,10000
1,300,1,96,0,10000
2,300,1,96,673,10000
3,300,1,96,332,10000
4,300,1,96,717,10000
1,330,1,96,0,10000
2,330,1,96,702,10000
3,330,1,96,329,10000
4,330,1,96,521,10000
1,360,1,96,0,10000
2,360,1,96,631,10000
3,360,1,96,411,10000
4,360,1,96,663,10000
