virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,180,0.75,73,652,10000
1,210,0.75,73,1,10000
2,210,0.75,73,589,10000
3,210,0.75,73,344,10000
4,210,0.75,73,600,10000
1,240,0.75,73,0,10000
2,240,0.75,73,749,10000
3,240,0.75,73,453,10000
4,240,0.75,73,600,10000
1,270,0.75,73,0,10000
2,270,0.75,73,798,10000
3,270,0.75,73,412,10000
4,270,0.75,73,645,10000
1,300,0.75,73,0,10000
2,300,0.75,73,659,10000
3,300,0.75,73,452,10000
4,300,0.75,73,602,10000
1,330,0.75,73,0,10000
2,330,0.75,73,670,10000
3,330,0.75,73,398,10000
4,330,0.75,73,622,10000
1,360,0.75,73,0,10000
2,360,0.75,73,722,10000
3,360,0.75,73,442,10000
4,360,0.75,73,660,10000
1,-360,0.7916666666666666,73,0,10000
