virus,vaccine_timing,vaccine_coverage,group,emergences,trials
2,360,0.7083333333333333,70,700,10000
3,360,0.7083333333333333,70,411,10000
4,360,0.7083333333333333,70,632,10000
1,-360,0.75,70,0,10000
2,-360,0.75,70,692,10000
3,-360,0.75,70,433,10000
4,-360,0.75,70,675,10000
1,-330,0.75,70,0,10000
2,-330,0.75,70,766,10000
3,-330,0.75,70,369,10000
4,-330,0.75,70,632,10000
1,-300,0.75,70,1,10000
2,-300,0.75,70,697,10000
3,-300,0.75,70,392,10000
4,-300,0.75,70,674,10000
1,-270,0.75,70,0,10000
2,-270,0.75,70,702,10000
3,-270,0.75,70,473,10000
4,-270,0.75,70,630,10000
1,-240,0.75,70,0,10000
2,-240,0.75,70,669,10000
3,-240,0.75,70,472,10000
4,-240,0.75,70,523,10000
1,-210,0.75,70,0,10000
2,-210,0.75,70,687,10000
3,-210,0.75,70,380,10000
