R0,natural_cross_immunity,vaccine_timing,vaccine_coverage,vaccine_cross_immunity,group,emergences,trials
5,0.5,0,0.5,0.5,17,147,334
6,0.5,0,0.5,0.5,17,163,334
2,0.75,0,0.5,0.75,17,1,334
3,0.75,0,0.5,0.75,17,17,334
4,0.75,0,0.5,0.75,17,50,334
5,0.75,0,0.5,0.75,17,105,334
6,0.75,0,0.5,0.75,17,109,334
2,1,0,0.5,1,17,0,334
3,1,0,0.5,1,17,0,334
4,1,0,0.5,1,17,2,334
5,1,0,0.5,1,17,14,334
6,1,0,0.5,1,17,31,334
2,0,30,0.5,0,17,62,334
3,0,30,0.5,0,17,130,334
4,0,30,0.5,0,17,154,334
5,0,30,0.5,0,17,189,334
6,0,30,0.5,0,17,222,334
2,0.25,30,0.5,0.25,17,37,334
3,0.25,30,0.5,0.25,17,95,334
4,0.25,30,0.5,0.25,17,150,334
5,0.25,30,0.5,0.25,17,170,334
6,0.25,30,0.5,0.25,17,199,334
2,0.5,30,0.5,0.5,17,21,334
3,0.5,30,0.5,0.5,17,63,334
4,0.5,30,0.5,0.5,17,110,334
5,0.5,30,0.5,0.5,17,137,334
6,0.5,30,0.5,0.5,17,148,334
2,0.75,30,0.5,0.75,17,3,334
3,0.75,30,0.5,0.75,17,26,334
4,0.75,30,0.5,0.75,17,64,334
5,0.75,30,0.5,0.75,17,101,334
6,0.75,30,0.5,0.75,17,125,334
2,1,30,0.5,1,17,0,334
3,1,30,0.5,1,17,0,334
4,1,30,0.5,1,17,2,334
5,1,30,0.5,1,17,11,334
6,1,30,0.5,1,17,42,334
2,0,60,0.5,0,17,59,334
3,0,60,0.5,0,17,132,334
4,0,60,0.5,0,17,153,334
5,0,60,0.5,0,17,196,334
6,0,60,0.5,0,17,219,334
2,0.25,60,0.5,0.25,17,42,334
3,0.25,60,0.5,0.25,17,116,334
4,0.25,60,0.5,0.25,17,154,334
5,0.25,60,0.5,0.25,17,155,334
6,0.25,60,0.5,0.25,17,191,334
2,0.5,60,0.5,0.5,17,17,334
3,0.5,60,0.5,0.5,17,72,334
4,0.5,60,0.5,0.5,17,110,334
5,0.5,60,0.5,0.5,17,129,334
