R0,natural_cross_immunity,vaccine_timing,vaccine_coverage,vaccine_cross_immunity,group,emergences,trials
2,0.25,360,0.7083333333333333,0.25,24,51,334
3,0.25,360,0.7083333333333333,0.25,24,120,334
4,0.25,360,0.7083333333333333,0.25,24,142,334
5,0.25,360,0.7083333333333333,0.25,24,163,334
6,0.25,360,0.7083333333333333,0.25,24,193,334
2,0.5,360,0.7083333333333333,0.5,24,26,334
3,0.5,360,0.7083333333333333,0.5,24,62,334
4,0.5,360,0.7083333333333333,0.5,24,105,334
5,0.5,360,0.7083333333333333,0.5,24,131,334
6,0.5,360,0.7083333333333333,0.5,24,169,334
2,0.75,360,0.7083333333333333,0.75,24,2,334
3,0.75,360,0.7083333333333333,0.75,24,24,334
4,0.75,360,0.7083333333333333,0.75,24,72,334
5,0.75,360,0.7083333333333333,0.75,24,110,334
6,0.75,360,0.7083333333333333,0.75,24,135,334
2,1,360,0.7083333333333333,1,24,0,334
3,1,360,0.7083333333333333,1,24,0,334
4,1,360,0.7083333333333333,1,24,4,334
5,1,360,0.7083333333333333,1,24,33,334
6,1,360,0.7083333333333333,1,24,48,334
2,0,-360,0.75,0,24,68,334
3,0,-360,0.75,0,24,132,334
4,0,-360,0.75,0,24,165,334
5,0,-360,0.75,0,24,174,334
6,0,-360,0.75,0,24,194,334
2,0.25,-360,0.75,0.25,24,47,334
3,0.25,-360,0.75,0.25,24,98,334
4,0.25,-360,0.75,0.25,24,126,334
5,0.25,-360,0.75,0.25,24,159,334
6,0.25,-360,0.75,0.25,24,181,334
2,0.5,-360,0.75,0.5,24,16,334
3,0.5,-360,0.75,0.5,24,83,334
4,0.5,-360,0.75,0.5,24,112,334
5,0.5,-360,0.75,0.5,24,144,334
6,0.5,-360,0.75,0.5,24,160,334
2,0.75,-360,0.75,0.75,24,4,334
3,0.75,-360,0.75,0.75,24,30,334
4,0.75,-360,0.75,0.75,24,79,334
5,0.75,-360,0.75,0.75,24,108,334
6,0.75,-360,0.75,0.75,24,119,334
2,1,-360,0.75,1,24,0,334
3,1,-360,0.75,1,24,0,334
4,1,-360,0.75,1,24,12,334
5,1,-360,0.75,1,24,39,334
6,1,-360,0.75,1,24,64,334
2,0,-330,0.75,0,24,69,334
3,0,-330,0.75,0,24,134,334
4,0,-330,0.75,0,24,155,334
5,0,-330,0.75,0,24,184,334
6,0,-330,0.75,0,24,212,334
2,0.25,-330,0.75,0.25,24,49,334
3,0.25,-330,0.75,0.25,24,92,334
4,0.25,-330,0.75,0.25,24,152,334
5,0.25,-330,0.75,0.25,24,166,334
6,0.25,-330,0.75,0.25,24,188,334
2,0.5,-330,0.75,0.5,24,16,334
3,0.5,-330,0.75,0.5,24,65,334
4,0.5,-330,0.75,0.5,24,125,334
5,0.5,-330,0.75,0.5,24,142,334
6,0.5,-330,0.75,0.5,24,168,334
2,0.75,-330,0.75,0.75,24,2,334
3,0.75,-330,0.75,0.75,24,40,334
4,0.75,-330,0.75,0.75,24,75,334
5,0.75,-330,0.75,0.75,24,107,334
6,0.75,-330,0.75,0.75,24,137,334
2,1,-330,0.75,1,24,0,334
3,1,-330,0.75,1,24,0,334
4,1,-330,0.75,1,24,5,334
5,1,-330,0.75,1,24,27,334
6,1,-330,0.75,1,24,56,334
2,0,-300,0.75,0,24,68,334
3,0,-300,0.75,0,24,121,334
4,0,-300,0.75,0,24,149,334
5,0,-300,0.75,0,24,195,334
6,0,-300,0.75,0,24,205,334
2,0.25,-300,0.75,0.25,24,45,334
3,0.25,-300,0.75,0.25,24,93,334
4,0.25,-300,0.75,0.25,24,141,334
5,0.25,-300,0.75,0.25,24,177,334
6,0.25,-300,0.75,0.25,24,186,334
2,0.5,-300,0.75,0.5,24,24,334
3,0.5,-300,0.75,0.5,24,67,334
4,0.5,-300,0.75,0.5,24,134,334
5,0.5,-300,0.75,0.5,24,146,334
6,0.5,-300,0.75,0.5,24,170,334
2,0.75,-300,0.75,0.75,24,1,334
3,0.75,-300,0.75,0.75,24,32,334
4,0.75,-300,0.75,0.75,24,61,334
5,0.75,-300,0.75,0.75,24,98,334
6,0.75,-300,0.75,0.75,24,134,334
2,1,-300,0.75,1,24,0,334
3,1,-300,0.75,1,24,0,334
4,1,-300,0.75,1,24,4,334
5,1,-300,0.75,1,24,30,334
6,1,-300,0.75,1,24,56,334
2,0,-270,0.75,0,24,74,334
3,0,-270,0.75,0,24,122,334
4,0,-270,0.75,0,24,162,334
5,0,-270,0.75,0,24,183,334
6,0,-270,0.75,0,24,198,334
2,0.25,-270,0.75,0.25,24,40,334
3,0.25,-270,0.75,0.25,24,114,334
4,0.25,-270,0.75,0.25,24,149,334
5,0.25,-270,0.75,0.25,24,186,334
6,0.25,-270,0.75,0.25,24,203,334
2,0.5,-270,0.75,0.5,24,26,334
3,0.5,-270,0.75,0.5,24,62,334
4,0.5,-270,0.75,0.5,24,101,334
5,0.5,-270,0.75,0.5,24,128,334
6,0.5,-270,0.75,0.5,24,190,334
2,0.75,-270,0.75,0.75,24,0,334
3,0.75,-270,0.75,0.75,24,34,334
4,0.75,-270,0.75,0.75,24,81,334
5,0.75,-270,0.75,0.75,24,103,334
6,0.75,-270,0.75,0.75,24,117,334
2,1,-270,0.75,1,24,0,334
3,1,-270,0.75,1,24,0,334
4,1,-270,0.75,1,24,8,334
5,1,-270,0.75,1,24,33,334
6,1,-270,0.75,1,24,62,334
2,0,-240,0.75,0,24,66,334
3,0,-240,0.75,0,24,126,334
4,0,-240,0.75,0,24,156,334
5,0,-240,0.75,0,24,197,334
6,0,-240,0.75,0,24,196,334
2,0.25,-240,0.75,0.25,24,55,334
3,0.25,-240,0.75,0.25,24,91,334
4,0.25,-240,0.75,0.25,24,158,334
5,0.25,-240,0.75,0.25,24,159,334
6,0.25,-240,0.75,0.25,24,184,334
2,0.5,-240,0.75,0.5,24,16,334
3,0.5,-240,0.75,0.5,24,68,334
4,0.5,-240,0.75,0.5,24,114,334
5,0.5,-240,0.75,0.5,24,153,334
6,0.5,-240,0.75,0.5,24,163,334
2,0.75,-240,0.75,0.75,24,0,334
3,0.75,-240,0.75,0.75,24,28,334
4,0.75,-240,0.75,0.75,24,62,334
5,0.75,-240,0.75,0.75,24,99,334
6,0.75,-240,0.75,0.75,24,135,334
2,1,-240,0.75,1,24,0,334
3,1,-240,0.75,1,24,0,334
4,1,-240,0.75,1,24,9,334
5,1,-240,0.75,1,24,19,334
6,1,-240,0.75,1,24,63,334
2,0,-210,0.75,0,24,67,334
3,0,-210,0.75,0,24,120,334
4,0,-210,0.75,0,24,166,334
5,0,-210,0.75,0,24,192,334
6,0,-210,0.75,0,24,206,334
2,0.25,-210,0.75,0.25,24,43,334
3,0.25,-210,0.75,0.25,24,107,334
4,0.25,-210,0.75,0.25,24,131,334
5,0.25,-210,0.75,0.25,24,168,334
6,0.25,-210,0.75,0.25,24,179,334
2,0.5,-210,0.75,0.5,24,21,334
3,0.5,-210,0.75,0.5,24,61,334
4,0.5,-210,0.75,0.5,24,102,334
