R0,natural_cross_immunity,vaccine_timing,vaccine_coverage,vaccine_cross_immunity,group,emergences,trials
3,0.5,330,0.41666666666666663,0.5,15,207,1000
4,0.5,330,0.41666666666666663,0.5,15,347,1000
5,0.5,330,0.41666666666666663,0.5,15,435,1000
6,0.5,330,0.41666666666666663,0.5,15,501,1000
2,0.75,330,0.41666666666666663,0.75,15,3,1000
3,0.75,330,0.41666666666666663,0.75,15,94,1000
4,0.75,330,0.41666666666666663,0.75,15,212,1000
5,0.75,330,0.41666666666666663,0.75,15,308,1000
6,0.75,330,0.41666666666666663,0.75,15,388,1000
2,1,330,0.41666666666666663,1,15,0,1000
3,1,330,0.41666666666666663,1,15,0,1000
4,1,330,0.41666666666666663,1,15,13,1000
5,1,330,0.41666666666666663,1,15,89,1000
6,1,330,0.41666666666666663,1,15,206,1000
2,0,360,0.41666666666666663,0,15,224,1000
3,0,360,0.41666666666666663,0,15,368,1000
4,0,360,0.41666666666666663,0,15,497,1000
5,0,360,0.41666666666666663,0,15,538,1000
6,0,360,0.41666666666666663,0,15,576,1000
2,0.25,360,0.41666666666666663,0.25,15,153,1000
3,0.25,360,0.41666666666666663,0.25,15,311,1000
4,0.25,360,0.41666666666666663,0.25,15,442,1000
5,0.25,360,0.41666666666666663,0.25,15,503,1000
6,0.25,360,0.41666666666666663,0.25,15,529,1000
2,0.5,360,0.41666666666666663,0.5,15,67,1000
3,0.5,360,0.41666666666666663,0.5,15,229,1000
4,0.5,360,0.41666666666666663,0.5,15,336,1000
5,0.5,360,0.41666666666666663,0.5,15,451,1000
6,0.5,360,0.41666666666666663,0.5,15,521,1000
2,0.75,360,0.41666666666666663,0.75,15,5,1000
3,0.75,360,0.41666666666666663,0.75,15,89,1000
4,0.75,360,0.41666666666666663,0.75,15,226,1000
5,0.75,360,0.41666666666666663,0.75,15,328,1000
6,0.75,360,0.41666666666666663,0.75,15,397,1000
2,1,360,0.41666666666666663,1,15,0,1000
3,1,360,0.41666666666666663,1,15,0,1000
4,1,360,0.41666666666666663,1,15,18,1000
5,1,360,0.41666666666666663,1,15,91,1000
6,1,360,0.41666666666666663,1,15,171,1000
2,0,-360,0.4583333333333333,0,15,210,1000
3,0,-360,0.4583333333333333,0,15,391,1000
4,0,-360,0.4583333333333333,0,15,499,1000
5,0,-360,0.4583333333333333,0,15,524,1000
6,0,-360,0.4583333333333333,0,15,625,1000
2,0.25,-360,0.4583333333333333,0.25,15,129,1000
3,0.25,-360,0.4583333333333333,0.25,15,300,1000
4,0.25,-360,0.4583333333333333,0.25,15,438,1000
5,0.25,-360,0.4583333333333333,0.25,15,493,1000
6,0.25,-360,0.4583333333333333,0.25,15,558,1000
2,0.5,-360,0.4583333333333333,0.5,15,62,1000
3,0.5,-360,0.4583333333333333,0.5,15,222,1000
4,0.5,-360,0.4583333333333333,0.5,15,327,1000
5,0.5,-360,0.4583333333333333,0.5,15,448,1000
6,0.5,-360,0.4583333333333333,0.5,15,506,1000
2,0.75,-360,0.4583333333333333,0.75,15,4,1000
3,0.75,-360,0.4583333333333333,0.75,15,86,1000
4,0.75,-360,0.4583333333333333,0.75,15,188,1000
5,0.75,-360,0.4583333333333333,0.75,15,309,1000
6,0.75,-360,0.4583333333333333,0.75,15,400,1000
2,1,-360,0.4583333333333333,1,15,0,1000
3,1,-360,0.4583333333333333,1,15,1,1000
4,1,-360,0.4583333333333333,1,15,24,1000
5,1,-360,0.4583333333333333,1,15,95,1000
6,1,-360,0.4583333333333333,1,15,171,1000
2,0,-330,0.4583333333333333,0,15,210,1000
3,0,-330,0.4583333333333333,0,15,378,1000
4,0,-330,0.4583333333333333,0,15,508,1000
5,0,-330,0.4583333333333333,0,15,523,1000
6,0,-330,0.4583333333333333,0,15,593,1000
2,0.25,-330,0.4583333333333333,0.25,15,137,1000
3,0.25,-330,0.4583333333333333,0.25,15,318,1000
4,0.25,-330,0.4583333333333333,0.25,15,420,1000
5,0.25,-330,0.4583333333333333,0.25,15,492,1000
6,0.25,-330,0.4583333333333333,0.25,15,587,1000
2,0.5,-330,0.4583333333333333,0.5,15,71,1000
3,0.5,-330,0.4583333333333333,0.5,15,225,1000
4,0.5,-330,0.4583333333333333,0.5,15,355,1000
5,0.5,-330,0.4583333333333333,0.5,15,420,1000
6,0.5,-330,0.4583333333333333,0.5,15,488,1000
2,0.75,-330,0.4583333333333333,0.75,15,5,1000
3,0.75,-330,0.4583333333333333,0.75,15,86,1000
4,0.75,-330,0.4583333333333333,0.75,15,233,1000
5,0.75,-330,0.4583333333333333,0.75,15,309,1000
6,0.75,-330,0.4583333333333333,0.75,15,426,1000
2,1,-330,0.4583333333333333,1,15,0,1000
3,1,-330,0.4583333333333333,1,15,1,1000
4,1,-330,0.4583333333333333,1,15,9,1000
5,1,-330,0.4583333333333333,1,15,78,1000
6,1,-330,0.4583333333333333,1,15,177,1000
2,0,-300,0.4583333333333333,0,15,219,1000
3,0,-300,0.4583333333333333,0,15,420,1000
4,0,-300,0.4583333333333333,0,15,469,1000
5,0,-300,0.4583333333333333,0,15,547,1000
6,0,-300,0.4583333333333333,0,15,621,1000
2,0.25,-300,0.4583333333333333,0.25,15,138,1000
3,0.25,-300,0.4583333333333333,0.25,15,324,1000
4,0.25,-300,0.4583333333333333,0.25,15,415,1000
5,0.25,-300,0.4583333333333333,0.25,15,479,1000
6,0.25,-300,0.4583333333333333,0.25,15,563,1000
2,0.5,-300,0.4583333333333333,0.5,15,57,1000
3,0.5,-300,0.4583333333333333,0.5,15,212,1000
4,0.5,-300,0.4583333333333333,0.5,15,321,1000
5,0.5,-300,0.4583333333333333,0.5,15,464,1000
6,0.5,-300,0.4583333333333333,0.5,15,513,1000
2,0.75,-300,0.4583333333333333,0.75,15,4,1000
3,0.75,-300,0.4583333333333333,0.75,15,88,1000
4,0.75,-300,0.4583333333333333,0.75,15,192,1000
