R0,natural_cross_immunity,vaccine_timing,vaccine_coverage,vaccine_cross_immunity,group,emergences,trials
6,0.75,180,0.75,0.75,25,142,333
2,1,180,0.75,1,25,0,333
3,1,180,0.75,1,25,0,333
4,1,180,0.75,1,25,1,333
5,1,180,0.75,1,25,18,333
6,1,180,0.75,1,25,47,333
2,0,210,0.75,0,25,64,333
3,0,210,0.75,0,25,133,333
4,0,210,0.75,0,25,157,333
5,0,210,0.75,0,25,186,333
6,0,210,0.75,0,25,217,333
2,0.25,210,0.75,0.25,25,52,333
3,0.25,210,0.75,0.25,25,101,333
4,0.25,210,0.75,0.25,25,155,333
5,0.25,210,0.75,0.25,25,170,333
6,0.25,210,0.75,0.25,25,197,333
2,0.5,210,0.75,0.5,25,25,333
3,0.5,210,0.75,0.5,25,76,333
4,0.5,210,0.75,0.5,25,112,333
5,0.5,210,0.75,0.5,25,149,333
6,0.5,210,0.75,0.5,25,170,333
2,0.75,210,0.75,0.75,25,0,333
3,0.75,210,0.75,0.75,25,28,333
4,0.75,210,0.75,0.75,25,64,333
5,0.75,210,0.75,0.75,25,111,333
6,0.75,210,0.75,0.75,25,122,333
2,1,210,0.75,1,25,0,333
3,1,210,0.75,1,25,0,333
4,1,210,0.75,1,25,1,333
5,1,210,0.75,1,25,26,333
6,1,210,0.75,1,25,51,333
2,0,240,0.75,0,25,77,333
3,0,240,0.75,0,25,142,333
4,0,240,0.75,0,25,156,333
5,0,240,0.75,0,25,187,333
6,0,240,0.75,0,25,208,333
2,0.25,240,0.75,0.25,25,56,333
3,0.25,240,0.75,0.25,25,101,333
4,0.25,240,0.75,0.25,25,155,333
5,0.25,240,0.75,0.25,25,171,333
6,0.25,240,0.75,0.25,25,199,333
2,0.5,240,0.75,0.5,25,24,333
3,0.5,240,0.75,0.5,25,61,333
4,0.5,240,0.75,0.5,25,108,333
5,0.5,240,0.75,0.5,25,149,333
6,0.5,240,0.75,0.5,25,183,333
2,0.75,240,0.75,0.75,25,0,333
3,0.75,240,0.75,0.75,25,30,333
4,0.75,240,0.75,0.75,25,63,333
5,0.75,240,0.75,0.75,25,94,333
6,0.75,240,0.75,0.75,25,139,333
2,1,240,0.75,1,25,0,333
3,1,240,0.75,1,25,0,333
4,1,240,0.75,1,25,3,333
5,1,240,0.75,1,25,22,333
6,1,240,0.75,1,25,58,333
