R0,natural_cross_immunity,vaccine_timing,vaccine_coverage,vaccine_cross_immunity,group,emergences,trials
5,0.25,-300,0.875,0.25,28,164,333
6,0.25,-300,0.875,0.25,28,182,333
2,0.5,-300,0.875,0.5,28,15,333
3,0.5,-300,0.875,0.5,28,74,333
4,0.5,-300,0.875,0.5,28,116,333
5,0.5,-300,0.875,0.5,28,141,333
6,0.5,-300,0.875,0.5,28,164,333
2,0.75,-300,0.875,0.75,28,1,333
3,0.75,-300,0.875,0.75,28,31,333
4,0.75,-300,0.875,0.75,28,65,333
5,0.75,-300,0.875,0.75,28,97,333
6,0.75,-300,0.875,0.75,28,136,333
2,1,-300,0.875,1,28,0,333
3,1,-300,0.875,1,28,0,333
4,1,-300,0.875,1,28,4,333
5,1,-300,0.875,1,28,32,333
6,1,-300,0.875,1,28,52,333
2,0,-270,0.875,0,28,75,333
3,0,-270,0.875,0,28,124,333
4,0,-270,0.875,0,28,162,333
5,0,-270,0.875,0,28,184,333
6,0,-270,0.875,0,28,207,333
2,0.25,-270,0.875,0.25,28,52,333
3,0.25,-270,0.875,0.25,28,118,333
4,0.25,-270,0.875,0.25,28,136,333
5,0.25,-270,0.875,0.25,28,150,333
6,0.25,-270,0.875,0.25,28,194,333
2,0.5,-270,0.875,0.5,28,17,333
3,0.5,-270,0.875,0.5,28,71,333
4,0.5,-270,0.875,0.5,28,102,333
5,0.5,-270,0.875,0.5,28,137,333
6,0.5,-270,0.875,0.5,28,154,333
2,0.75,-270,0.875,0.75,28,0,333
3,0.75,-270,0.875,0.75,28,33,333
4,0.75,-270,0.875,0.75,28,73,333
5,0.75,-270,0.875,0.75,28,85,333
6,0.75,-270,0.875,0.75,28,126,333
2,1,-270,0.875,1,28,0,333
3,1,-270,0.875,1,28,0,333
4,1,-270,0.875,1,28,3,333
5,1,-270,0.875,1,28,34,333
6,1,-270,0.875,1,28,62,333
2,0,-240,0.875,0,28,64,333
3,0,-240,0.875,0,28,123,333
4,0,-240,0.875,0,28,164,333
5,0,-240,0.875,0,28,185,333
6,0,-240,0.875,0,28,206,333
2,0.25,-240,0.875,0.25,28,45,333
3,0.25,-240,0.875,0.25,28,103,333
4,0.25,-240,0.875,0.25,28,139,333
5,0.25,-240,0.875,0.25,28,176,333
6,0.25,-240,0.875,0.25,28,197,333
2,0.5,-240,0.875,0.5,28,23,333
3,0.5,-240,0.875,0.5,28,74,333
4,0.5,-240,0.875,0.5,28,98,333
5,0.5,-240,0.875,0.5,28,143,333
6,0.5,-240,0.875,0.5,28,162,333
2,0.75,-240,0.875,0.75,28,2,333
3,0.75,-240,0.875,0.75,28,39,333
4,0.75,-240,0.875,0.75,28,61,333
5,0.75,-240,0.875,0.75,28,102,333
6,0.75,-240,0.875,0.75,28,123,333
2,1,-240,0.875,1,28,0,333
3,1,-240,0.875,1,28,0,333
4,1,-240,0.875,1,28,4,333
5,1,-240,0.875,1,28,29,333
6,1,-240,0.875,1,28,61,333
2,0,-210,0.875,0,28,75,333
3,0,-210,0.875,0,28,129,333
