R0,natural_cross_immunity,vaccine_timing,vaccine_coverage,vaccine_cross_immunity,emergences,trials
2,0,-330,0.625,0.05,5096,25000
2,0,-330,0.6666666666666666,0.05,5110,25000
2,0,-330,0.7083333333333333,0.05,5314,25000
2,0,-330,0.75,0.05,5206,25000
2,0,-330,0.7916666666666666,0.05,5159,25000
2,0,-330,0.8333333333333333,0.05,5218,25000
2,0,-330,0.875,0.05,5274,25000
2,0,-330,0.9166666666666666,0.05,5277,25000
2,0,-330,0.9583333333333331,0.05,5150,25000
2,0,-330,1,0.05,5248,25000
2,0,-300,0,0.05,5179,25000
2,0,-300,0.0416666666666666,0.05,5175,25000
2,0,-300,0.0833333333333333,0.05,5206,25000
2,0,-300,0.125,0.05,5184,25000
2,0,-300,0.1666666666666666,0.05,5206,25000
2,0,-300,0.2083333333333333,0.05,5275,25000
2,0,-300,0.25,0.05,5211,25000
2,0,-300,0.2916666666666666,0.05,5106,25000
2,0,-300,0.3333333333333333,0.05,5164,25000
2,0,-300,0.375,0.05,5229,25000
2,0,-300,0.4166666666666666,0.05,5192,25000
2,0,-300,0.4583333333333333,0.05,5237,25000
2,0,-300,0.5,0.05,5165,25000
2,0,-300,0.5416666666666666,0.05,5192,25000
2,0,-300,0.5833333333333333,0.05,5227,25000
2,0,-300,0.625,0.05,5081,25000
2,0,-300,0.6666666666666666,0.05,5251,25000
2,0,-300,0.7083333333333333,0.05,5251,25000
2,0,-300,0.75,0.05,5179,25000
2,0,-300,0.7916666666666666,0.05,5194,25000
2,0,-300,0.8333333333333333,0.05,5228,25000
2,0,-300,0.875,0.05,5080,25000
2,0,-300,0.9166666666666666,0.05,5073,25000
2,0,-300,0.9583333333333331,0.05,5203,25000
2,0,-300,1,0.05,5087,25000
2,0,-270,0,0.05,5172,25000
2,0,-270,0.0416666666666666,0.05,5106,25000
2,0,-270,0.0833333333333333,0.05,5100,25000
2,0,-270,0.125,0.05,5160,25000
2,0,-270,0.1666666666666666,0.05,5218,25000
2,0,-270,0.2083333333333333,0.05,5171,25000
2,0,-270,0.25,0.05,5175,25000
2,0,-270,0.2916666666666666,0.05,5137,25000
2,0,-270,0.3333333333333333,0.05,5252,25000
2,0,-270,0.375,0.05,5206,25000
2,0,-270,0.4166666666666666,0.05,5263,25000
2,0,-270,0.4583333333333333,0.05,5187,25000
2,0,-270,0.5,0.05,5255,25000
2,0,-270,0.5416666666666666,0.05,5260,25000
2,0,-270,0.5833333333333333,0.05,5248,25000
2,0,-270,0.625,0.05,5105,25000
2,0,-270,0.6666666666666666,0.05,5024,25000
2,0,-270,0.7083333333333333,0.05,5275,25000
2,0,-270,0.75,0.05,5114,25000
2,0,-270,0.7916666666666666,0.05,5192,25000
2,0,-270,0.8333333333333333,0.05,5299,25000
2,0,-270,0.875,0.05,5195,25000
2,0,-270,0.9166666666666666,0.05,5166,25000
2,0,-270,0.9583333333333331,0.05,5189,25000
2,0,-270,1,0.05,5323,25000
2,0,-240,0,0.05,5086,25000
2,0,-240,0.0416666666666666,0.05,5146,25000
2,0,-240,0.0833333333333333,0.05,5179,25000
2,0,-240,0.125,0.05,5177,25000
2,0,-240,0.1666666666666666,0.05,5320,25000
2,0,-240,0.2083333333333333,0.05,5094,25000
2,0,-240,0.25,0.05,5056,25000
2,0,-240,0.2916666666666666,0.05,5158,25000
2,0,-240,0.3333333333333333,0.05,5040,25000
2,0,-240,0.375,0.05,5137,25000
2,0,-240,0.4166666666666666,0.05,5130,25000
2,0,-240,0.4583333333333333,0.05,5165,25000
2,0,-240,0.5,0.05,5247,25000
2,0,-240,0.5416666666666666,0.05,5175,25000
2,0,-240,0.5833333333333333,0.05,5191,25000
2,0,-240,0.625,0.05,5174,25000
2,0,-240,0.6666666666666666,0.05,5257,25000
2,0,-240,0.7083333333333333,0.05,5121,25000
2,0,-240,0.75,0.05,5139,25000
2,0,-240,0.7916666666666666,0.05,5184,25000
2,0,-240,0.8333333333333333,0.05,5252,25000
2,0,-240,0.875,0.05,5216,25000
2,0,-240,0.9166666666666666,0.05,5122,25000
2,0,-240,0.9583333333333331,0.05,5082,25000
2,0,-240,1,0.05,5210,25000
2,0,-210,0,0.05,5242,25000
2,0,-210,0.0416666666666666,0.05,5106,25000
2,0,-210,0.0833333333333333,0.05,5301,25000
2,0,-210,0.125,0.05,5166,25000
2,0,-210,0.1666666666666666,0.05,5252,25000
2,0,-210,0.2083333333333333,0.05,5138,25000
2,0,-210,0.25,0.05,5135,25000
2,0,-210,0.2916666666666666,0.05,5255,25000
2,0,-210,0.3333333333333333,0.05,5143,25000
2,0,-210,0.375,0.05,5134,25000
2,0,-210,0.4166666666666666,0.05,5306,25000
2,0,-210,0.4583333333333333,0.05,5060,25000
2,0,-210,0.5,0.05,5170,25000
2,0,-210,0.5416666666666666,0.05,5198,25000
2,0,-210,0.5833333333333333,0.05,5051,25000
2,0,-210,0.625,0.05,5255,25000
2,0,-210,0.6666666666666666,0.05,5364,25000
2,0,-210,0.7083333333333333,0.05,5257,25000
2,0,-210,0.75,0.05,5227,25000
2,0,-210,0.7916666666666666,0.05,5126,25000
2,0,-210,0.8333333333333333,0.05,5110,25000
2,0,-210,0.875,0.05,5215,25000
2,0,-210,0.9166666666666666,0.05,5178,25000
2,0,-210,0.9583333333333331,0.05,5134,25000
2,0,-210,1,0.05,5216,25000
2,0,-180,0,0.05,5153,25000
2,0,-180,0.0416666666666666,0.05,5315,25000
2,0,-180,0.0833333333333333,0.05,5264,25000
2,0,-180,0.125,0.05,5141,25000
2,0,-180,0.1666666666666666,0.05,5196,25000
2,0,-180,0.2083333333333333,0.05,5180,25000
2,0,-180,0.25,0.05,5241,25000
2,0,-180,0.2916666666666666,0.05,5232,25000
2,0,-180,0.3333333333333333,0.05,5253,25000
2,0,-180,0.375,0.05,5264,25000
2,0,-180,0.4166666666666666,0.05,5154,25000
2,0,-180,0.4583333333333333,0.05,5252,25000
2,0,-180,0.5,0.05,5182,25000
2,0,-180,0.5416666666666666,0.05,5197,25000
2,0,-180,0.5833333333333333,0.05,5235,25000
2,0,-180,0.625,0.05,5264,25000
2,0,-180,0.6666666666666666,0.05,5245,25000
2,0,-180,0.7083333333333333,0.05,5042,25000
2,0,-180,0.75,0.05,5095,25000
2,0,-180,0.7916666666666666,0.05,5252,25000
2,0,-180,0.8333333333333333,0.05,5193,25000
2,0,-180,0.875,0.05,5232,25000
2,0,-180,0.9166666666666666,0.05,5191,25000
2,0,-180,0.9583333333333331,0.05,5228,25000
2,0,-180,1,0.05,5102,25000
2,0,-150,0,0.05,5178,25000
2,0,-150,0.0416666666666666,0.05,5212,25000
2,0,-150,0.0833333333333333,0.05,5283,25000
2,0,-150,0.125,0.05,5239,25000
2,0,-150,0.1666666666666666,0.05,5279,25000
2,0,-150,0.2083333333333333,0.05,5128,25000
2,0,-150,0.25,0.05,5131,25000
2,0,-150,0.2916666666666666,0.05,5190,25000
2,0,-150,0.3333333333333333,0.05,5182,25000
2,0,-150,0.375,0.05,5210,25000
2,0,-150,0.4166666666666666,0.05,5192,25000
2,0,-150,0.4583333333333333,0.05,5116,25000
2,0,-150,0.5,0.05,5127,25000
2,0,-150,0.5416666666666666,0.05,5177,25000
2,0,-150,0.5833333333333333,0.05,5284,25000
2,0,-150,0.625,0.05,5257,25000
2,0,-150,0.6666666666666666,0.05,5268,25000
2,0,-150,0.7083333333333333,0.05,5288,25000
2,0,-150,0.75,0.05,5116,25000
2,0,-150,0.7916666666666666,0.05,5287,25000
2,0,-150,0.8333333333333333,0.05,5220,25000
2,0,-150,0.875,0.05,5172,25000
2,0,-150,0.9166666666666666,0.05,5181,25000
2,0,-150,0.9583333333333331,0.05,5282,25000
2,0,-150,1,0.05,5252,25000
2,0,-120,0,0.05,5029,25000
2,0,-120,0.0416666666666666,0.05,5100,25000
2,0,-120,0.0833333333333333,0.05,5122,25000
2,0,-120,0.125,0.05,5119,25000
2,0,-120,0.1666666666666666,0.05,5155,25000
2,0,-120,0.2083333333333333,0.05,5180,25000
2,0,-120,0.25,0.05,5105,25000
2,0,-120,0.2916666666666666,0.05,5187,25000
2,0,-120,0.3333333333333333,0.05,5056,25000
2,0,-120,0.375,0.05,5167,25000
2,0,-120,0.4166666666666666,0.05,5296,25000
2,0,-120,0.4583333333333333,0.05,5195,25000
2,0,-120,0.5,0.05,5063,25000
2,0,-120,0.5416666666666666,0.05,5190,25000
2,0,-120,0.5833333333333333,0.05,5186,25000
2,0,-120,0.625,0.05,5234,25000
2,0,-120,0.6666666666666666,0.05,5155,25000
2,0,-120,0.7083333333333333,0.05,5129,25000
2,0,-120,0.75,0.05,5097,25000
2,0,-120,0.7916666666666666,0.05,5139,25000
2,0,-120,0.8333333333333333,0.05,5248,25000
2,0,-120,0.875,0.05,5016,25000
2,0,-120,0.9166666666666666,0.05,5160,25000
2,0,-120,0.9583333333333331,0.05,5196,25000
2,0,-120,1,0.05,5236,25000
2,0,-90,0,0.05,5326,25000
2,0,-90,0.0416666666666666,0.05,5071,25000
2,0,-90,0.0833333333333333,0.05,5166,25000
2,0,-90,0.125,0.05,5189,25000
2,0,-90,0.1666666666666666,0.05,5230,25000
2,0,-90,0.2083333333333333,0.05,5235,25000
2,0,-90,0.25,0.05,5160,25000
2,0,-90,0.2916666666666666,0.05,5213,25000
2,0,-90,0.3333333333333333,0.05,5145,25000
2,0,-90,0.375,0.05,5118,25000
2,0,-90,0.4166666666666666,0.05,5199,25000
2,0,-90,0.4583333333333333,0.05,5111,25000
2,0,-90,0.5,0.05,5184,25000
2,0,-90,0.5416666666666666,0.05,5236,25000
2,0,-90,0.5833333333333333,0.05,5168,25000
2,0,-90,0.625,0.05,5159,25000
2,0,-90,0.6666666666666666,0.05,5086,25000
2,0,-90,0.7083333333333333,0.05,5194,25000
2,0,-90,0.75,0.05,5132,25000
2,0,-90,0.7916666666666666,0.05,5119,25000
2,0,-90,0.8333333333333333,0.05,5129,25000
2,0,-90,0.875,0.05,5089,25000
2,0,-90,0.9166666666666666,0.05,5123,25000
2,0,-90,0.9583333333333331,0.05,5139,25000
2,0,-90,1,0.05,5134,25000
2,0,-60,0,0.05,5280,25000
2,0,-60,0.0416666666666666,0.05,5143,25000
2,0,-60,0.0833333333333333,0.05,5170,25000
2,0,-60,0.125,0.05,5082,25000
2,0,-60,0.1666666666666666,0.05,5122,25000
2,0,-60,0.2083333333333333,0.05,5206,25000
2,0,-60,0.25,0.05,5125,25000
2,0,-60,0.2916666666666666,0.05,5185,25000
2,0,-60,0.3333333333333333,0.05,5206,25000
2,0,-60,0.375,0.05,5027,25000
2,0,-60,0.4166666666666666,0.05,5247,25000
2,0,-60,0.4583333333333333,0.05,5177,25000
2,0,-60,0.5,0.05,5170,25000
2,0,-60,0.5416666666666666,0.05,5151,25000
2,0,-60,0.5833333333333333,0.05,5270,25000
2,0,-60,0.625,0.05,5157,25000
2,0,-60,0.6666666666666666,0.05,5158,25000
2,0,-60,0.7083333333333333,0.05,5239,25000
2,0,-60,0.75,0.05,5192,25000
2,0,-60,0.7916666666666666,0.05,5148,25000
2,0,-60,0.8333333333333333,0.05,5143,25000
2,0,-60,0.875,0.05,5231,25000
2,0,-60,0.9166666666666666,0.05,5216,25000
2,0,-60,0.9583333333333331,0.05,5138,25000
2,0,-60,1,0.05,5124,25000
2,0,-30,0,0.05,5217,25000
2,0,-30,0.0416666666666666,0.05,5194,25000
2,0,-30,0.0833333333333333,0.05,5089,25000
2,0,-30,0.125,0.05,5211,25000
2,0,-30,0.1666666666666666,0.05,5372,25000
2,0,-30,0.2083333333333333,0.05,5196,25000
2,0,-30,0.25,0.05,5211,25000
2,0,-30,0.2916666666666666,0.05,5248,25000
2,0,-30,0.3333333333333333,0.05,5213,25000
2,0,-30,0.375,0.05,5231,25000
2,0,-30,0.4166666666666666,0.05,5115,25000
2,0,-30,0.4583333333333333,0.05,5149,25000
2,0,-30,0.5,0.05,5186,25000
2,0,-30,0.5416666666666666,0.05,5237,25000
2,0,-30,0.5833333333333333,0.05,5238,25000
2,0,-30,0.625,0.05,5339,25000
2,0,-30,0.6666666666666666,0.05,5285,25000
2,0,-30,0.7083333333333333,0.05,5258,25000
2,0,-30,0.75,0.05,5175,25000
2,0,-30,0.7916666666666666,0.05,5358,25000
2,0,-30,0.8333333333333333,0.05,5226,25000
2,0,-30,0.875,0.05,5223,25000
2,0,-30,0.9166666666666666,0.05,5270,25000
2,0,-30,0.9583333333333331,0.05,5267,25000
2,0,-30,1,0.05,5256,25000
2,0,0,0,0.05,5092,25000
2,0,0,0.0416666666666666,0.05,5175,25000
2,0,0,0.0833333333333333,0.05,5174,25000
2,0,0,0.125,0.05,5234,25000
2,0,0,0.1666666666666666,0.05,5339,25000
2,0,0,0.2083333333333333,0.05,5131,25000
2,0,0,0.25,0.05,5232,25000
2,0,0,0.2916666666666666,0.05,5101,25000
2,0,0,0.3333333333333333,0.05,5286,25000
2,0,0,0.375,0.05,5246,25000
2,0,0,0.4166666666666666,0.05,5174,25000
2,0,0,0.4583333333333333,0.05,5209,25000
2,0,0,0.5,0.05,5113,25000
2,0,0,0.5416666666666666,0.05,5178,25000
2,0,0,0.5833333333333333,0.05,5229,25000
2,0,0,0.625,0.05,5358,25000
2,0,0,0.6666666666666666,0.05,5176,25000
2,0,0,0.7083333333333333,0.05,5170,25000
2,0,0,0.75,0.05,5186,25000
2,0,0,0.7916666666666666,0.05,5173,25000
2,0,0,0.8333333333333333,0.05,5127,25000
2,0,0,0.875,0.05,5132,25000
2,0,0,0.9166666666666666,0.05,5346,25000
2,0,0,0.9583333333333331,0.05,5243,25000
2,0,0,1,0.05,5432,25000
2,0,30,0,0.05,5107,25000
2,0,30,0.0416666666666666,0.05,5298,25000
2,0,30,0.0833333333333333,0.05,5224,25000
2,0,30,0.125,0.05,5117,25000
2,0,30,0.1666666666666666,0.05,5219,25000
2,0,30,0.2083333333333333,0.05,5196,25000
2,0,30,0.25,0.05,5269,25000
2,0,30,0.2916666666666666,0.05,5087,25000
2,0,30,0.3333333333333333,0.05,5131,25000
2,0,30,0.375,0.05,5130,25000
2,0,30,0.4166666666666666,0.05,5236,25000
2,0,30,0.4583333333333333,0.05,5312,25000
2,0,30,0.5,0.05,5223,25000
2,0,30,0.5416666666666666,0.05,5127,25000
2,0,30,0.5833333333333333,0.05,5206,25000
2,0,30,0.625,0.05,5285,25000
2,0,30,0.6666666666666666,0.05,5189,25000
2,0,30,0.7083333333333333,0.05,5161,25000
2,0,30,0.75,0.05,5160,25000
2,0,30,0.7916666666666666,0.05,5225,25000
2,0,30,0.8333333333333333,0.05,5064,25000
2,0,30,0.875,0.05,5197,25000
2,0,30,0.9166666666666666,0.05,5229,25000
2,0,30,0.9583333333333331,0.05,5190,25000
2,0,30,1,0.05,5220,25000
2,0,60,0,0.05,5229,25000
2,0,60,0.0416666666666666,0.05,5242,25000
2,0,60,0.0833333333333333,0.05,5190,25000
2,0,60,0.125,0.05,5140,25000
2,0,60,0.1666666666666666,0.05,5091,25000
2,0,60,0.2083333333333333,0.05,5253,25000
2,0,60,0.25,0.05,5147,25000
2,0,60,0.2916666666666666,0.05,5133,25000
2,0,60,0.3333333333333333,0.05,5152,25000
2,0,60,0.375,0.05,5282,25000
2,0,60,0.4166666666666666,0.05,5231,25000
2,0,60,0.4583333333333333,0.05,5079,25000
2,0,60,0.5,0.05,5233,25000
2,0,60,0.5416666666666666,0.05,5223,25000
2,0,60,0.5833333333333333,0.05,5207,25000
2,0,60,0.625,0.05,5217,25000
2,0,60,0.6666666666666666,0.05,5277,25000
2,0,60,0.7083333333333333,0.05,5136,25000
2,0,60,0.75,0.05,5134,25000
2,0,60,0.7916666666666666,0.05,5058,25000
2,0,60,0.8333333333333333,0.05,5124,25000
2,0,60,0.875,0.05,5155,25000
2,0,60,0.9166666666666666,0.05,5223,25000
2,0,60,0.9583333333333331,0.05,5266,25000
2,0,60,1,0.05,5134,25000
2,0,90,0,0.05,5070,25000
2,0,90,0.0416666666666666,0.05,5228,25000
2,0,90,0.0833333333333333,0.05,5204,25000
2,0,90,0.125,0.05,5118,25000
2,0,90,0.1666666666666666,0.05,5250,25000
2,0,90,0.2083333333333333,0.05,5172,25000
2,0,90,0.25,0.05,5291,25000
2,0,90,0.2916666666666666,0.05,5238,25000
2,0,90,0.3333333333333333,0.05,5094,25000
2,0,90,0.375,0.05,5194,25000
2,0,90,0.4166666666666666,0.05,5169,25000
2,0,90,0.4583333333333333,0.05,5198,25000
2,0,90,0.5,0.05,5223,25000
2,0,90,0.5416666666666666,0.05,5155,25000
2,0,90,0.5833333333333333,0.05,5096,25000
2,0,90,0.625,0.05,5219,25000
2,0,90,0.6666666666666666,0.05,5071,25000
2,0,90,0.7083333333333333,0.05,5178,25000
2,0,90,0.75,0.05,5175,25000
2,0,90,0.7916666666666666,0.05,5210,25000
2,0,90,0.8333333333333333,0.05,5219,25000
2,0,90,0.875,0.05,5228,25000
2,0,90,0.9166666666666666,0.05,5062,25000
2,0,90,0.9583333333333331,0.05,5248,25000
2,0,90,1,0.05,5281,25000
2,0,120,0,0.05,5150,25000
2,0,120,0.0416666666666666,0.05,5240,25000
2,0,120,0.0833333333333333,0.05,5169,25000
2,0,120,0.125,0.05,5221,25000
2,0,120,0.1666666666666666,0.05,5158,25000
2,0,120,0.2083333333333333,0.05,5165,25000
2,0,120,0.25,0.05,5199,25000
2,0,120,0.2916666666666666,0.05,5091,25000
2,0,120,0.3333333333333333,0.05,5152,25000
2,0,120,0.375,0.05,5163,25000
2,0,120,0.4166666666666666,0.05,5126,25000
2,0,120,0.4583333333333333,0.05,5233,25000
2,0,120,0.5,0.05,5209,25000
2,0,120,0.5416666666666666,0.05,5224,25000
2,0,120,0.5833333333333333,0.05,5079,25000
2,0,120,0.625,0.05,5215,25000
2,0,120,0.6666666666666666,0.05,5221,25000
2,0,120,0.7083333333333333,0.05,5265,25000
2,0,120,0.75,0.05,5121,25000
2,0,120,0.7916666666666666,0.05,5178,25000
2,0,120,0.8333333333333333,0.05,5221,25000
2,0,120,0.875,0.05,5304,25000
2,0,120,0.9166666666666666,0.05,5102,25000
2,0,120,0.9583333333333331,0.05,5099,25000
2,0,120,1,0.05,5132,25000
2,0,150,0,0.05,5201,25000
2,0,150,0.0416666666666666,0.05,5148,25000
2,0,150,0.0833333333333333,0.05,5123,25000
2,0,150,0.125,0.05,5202,25000
2,0,150,0.1666666666666666,0.05,5172,25000
2,0,150,0.2083333333333333,0.05,5147,25000
2,0,150,0.25,0.05,5153,25000
2,0,150,0.2916666666666666,0.05,5189,25000
2,0,150,0.3333333333333333,0.05,5169,25000
2,0,150,0.375,0.05,5254,25000
2,0,150,0.4166666666666666,0.05,5171,25000
2,0,150,0.4583333333333333,0.05,5144,25000
2,0,150,0.5,0.05,5144,25000
2,0,150,0.5416666666666666,0.05,5278,25000
2,0,150,0.5833333333333333,0.05,5228,25000
2,0,150,0.625,0.05,5336,25000
2,0,150,0.6666666666666666,0.05,5208,25000
2,0,150,0.7083333333333333,0.05,5131,25000
2,0,150,0.75,0.05,5209,25000
2,0,150,0.7916666666666666,0.05,5209,25000
2,0,150,0.8333333333333333,0.05,5341,25000
2,0,150,0.875,0.05,5105,25000
2,0,150,0.9166666666666666,0.05,5180,25000
2,0,150,0.9583333333333331,0.05,5204,25000
2,0,150,1,0.05,5195,25000
2,0,180,0,0.05,5168,25000
2,0,180,0.0416666666666666,0.05,5174,25000
2,0,180,0.0833333333333333,0.05,5075,25000
2,0,180,0.125,0.05,5182,25000
2,0,180,0.1666666666666666,0.05,5125,25000
2,0,180,0.2083333333333333,0.05,5241,25000
2,0,180,0.25,0.05,5188,25000
2,0,180,0.2916666666666666,0.05,5156,25000
2,0,180,0.3333333333333333,0.05,5286,25000
2,0,180,0.375,0.05,5182,25000
2,0,180,0.4166666666666666,0.05,5213,25000
2,0,180,0.4583333333333333,0.05,5278,25000
2,0,180,0.5,0.05,5114,25000
2,0,180,0.5416666666666666,0.05,5156,25000
2,0,180,0.5833333333333333,0.05,5223,25000
2,0,180,0.625,0.05,5271,25000
2,0,180,0.6666666666666666,0.05,5177,25000
2,0,180,0.7083333333333333,0.05,5083,25000
2,0,180,0.75,0.05,5276,25000
2,0,180,0.7916666666666666,0.05,5257,25000
2,0,180,0.8333333333333333,0.05,5170,25000
2,0,180,0.875,0.05,5155,25000
2,0,180,0.9166666666666666,0.05,5185,25000
2,0,180,0.9583333333333331,0.05,5112,25000
2,0,180,1,0.05,5244,25000
2,0,210,0,0.05,5236,25000
2,0,210,0.0416666666666666,0.05,5126,25000
2,0,210,0.0833333333333333,0.05,5262,25000
2,0,210,0.125,0.05,5186,25000
2,0,210,0.1666666666666666,0.05,5253,25000
2,0,210,0.2083333333333333,0.05,5176,25000
2,0,210,0.25,0.05,5233,25000
2,0,210,0.2916666666666666,0.05,5178,25000
2,0,210,0.3333333333333333,0.05,5178,25000
2,0,210,0.375,0.05,5251,25000
2,0,210,0.4166666666666666,0.05,5081,25000
2,0,210,0.4583333333333333,0.05,5132,25000
2,0,210,0.5,0.05,5169,25000
2,0,210,0.5416666666666666,0.05,5081,25000
2,0,210,0.5833333333333333,0.05,5207,25000
2,0,210,0.625,0.05,5225,25000
2,0,210,0.6666666666666666,0.05,5055,25000
2,0,210,0.7083333333333333,0.05,5161,25000
2,0,210,0.75,0.05,5299,25000
2,0,210,0.7916666666666666,0.05,5179,25000
2,0,210,0.8333333333333333,0.05,5133,25000
2,0,210,0.875,0.05,5170,25000
2,0,210,0.9166666666666666,0.05,5231,25000
2,0,210,0.9583333333333331,0.05,5141,25000
2,0,210,1,0.05,5191,25000
2,0,240,0,0.05,5228,25000
2,0,240,0.0416666666666666,0.05,5170,25000
2,0,240,0.0833333333333333,0.05,5262,25000
2,0,240,0.125,0.05,5221,25000
2,0,240,0.1666666666666666,0.05,5277,25000
2,0,240,0.2083333333333333,0.05,5249,25000
2,0,240,0.25,0.05,5159,25000
2,0,240,0.2916666666666666,0.05,5210,25000
2,0,240,0.3333333333333333,0.05,5206,25000
2,0,240,0.375,0.05,5127,25000
2,0,240,0.4166666666666666,0.05,5228,25000
2,0,240,0.4583333333333333,0.05,5125,25000
2,0,240,0.5,0.05,5158,25000
2,0,240,0.5416666666666666,0.05,5146,25000
2,0,240,0.5833333333333333,0.05,5162,25000
2,0,240,0.625,0.05,5157,25000
2,0,240,0.6666666666666666,0.05,5209,25000
2,0,240,0.7083333333333333,0.05,5093,25000
2,0,240,0.75,0.05,5153,25000
2,0,240,0.7916666666666666,0.05,5138,25000
2,0,240,0.8333333333333333,0.05,5080,25000
2,0,240,0.875,0.05,5209,25000
2,0,240,0.9166666666666666,0.05,5106,25000
2,0,240,0.9583333333333331,0.05,5213,25000
2,0,240,1,0.05,5135,25000
2,0,270,0,0.05,5165,25000
2,0,270,0.0416666666666666,0.05,5103,25000
2,0,270,0.0833333333333333,0.05,5231,25000
2,0,270,0.125,0.05,5081,25000
2,0,270,0.1666666666666666,0.05,5234,25000
2,0,270,0.2083333333333333,0.05,5161,25000
2,0,270,0.25,0.05,5137,25000
2,0,270,0.2916666666666666,0.05,5053,25000
2,0,270,0.3333333333333333,0.05,5128,25000
2,0,270,0.375,0.05,5258,25000
2,0,270,0.4166666666666666,0.05,5159,25000
2,0,270,0.4583333333333333,0.05,5100,25000
2,0,270,0.5,0.05,5126,25000
2,0,270,0.5416666666666666,0.05,5102,25000
2,0,270,0.5833333333333333,0.05,5091,25000
2,0,270,0.625,0.05,5192,25000
2,0,270,0.6666666666666666,0.05,5197,25000
2,0,270,0.7083333333333333,0.05,5207,25000
2,0,270,0.75,0.05,5103,25000
2,0,270,0.7916666666666666,0.05,5194,25000
2,0,270,0.8333333333333333,0.05,5071,25000
2,0,270,0.875,0.05,5167,25000
2,0,270,0.9166666666666666,0.05,5131,25000
2,0,270,0.9583333333333331,0.05,5173,25000
2,0,270,1,0.05,5176,25000
2,0,300,0,0.05,5247,25000
2,0,300,0.0416666666666666,0.05,5181,25000
2,0,300,0.0833333333333333,0.05,5170,25000
2,0,300,0.125,0.05,5132,25000
2,0,300,0.1666666666666666,0.05,5171,25000
2,0,300,0.2083333333333333,0.05,5218,25000
2,0,300,0.25,0.05,5034,25000
2,0,300,0.2916666666666666,0.05,5223,25000
2,0,300,0.3333333333333333,0.05,5168,25000
2,0,300,0.375,0.05,5136,25000
2,0,300,0.4166666666666666,0.05,5120,25000
2,0,300,0.4583333333333333,0.05,5264,25000
2,0,300,0.5,0.05,5161,25000
2,0,300,0.5416666666666666,0.05,5237,25000
2,0,300,0.5833333333333333,0.05,5195,25000
2,0,300,0.625,0.05,5078,25000
2,0,300,0.6666666666666666,0.05,5100,25000
2,0,300,0.7083333333333333,0.05,5351,25000
2,0,300,0.75,0.05,5172,25000
2,0,300,0.7916666666666666,0.05,5158,25000
2,0,300,0.8333333333333333,0.05,5166,25000
2,0,300,0.875,0.05,5186,25000
2,0,300,0.9166666666666666,0.05,5211,25000
2,0,300,0.9583333333333331,0.05,5174,25000
2,0,300,1,0.05,5203,25000
2,0,330,0,0.05,5175,25000
2,0,330,0.0416666666666666,0.05,5255,25000
2,0,330,0.0833333333333333,0.05,5103,25000
2,0,330,0.125,0.05,5176,25000
2,0,330,0.1666666666666666,0.05,5214,25000
2,0,330,0.2083333333333333,0.05,5220,25000
2,0,330,0.25,0.05,5203,25000
2,0,330,0.2916666666666666,0.05,5280,25000
2,0,330,0.3333333333333333,0.05,5156,25000
2,0,330,0.375,0.05,5149,25000
2,0,330,0.4166666666666666,0.05,5258,25000
2,0,330,0.4583333333333333,0.05,5238,25000
2,0,330,0.5,0.05,5234,25000
2,0,330,0.5416666666666666,0.05,5116,25000
2,0,330,0.5833333333333333,0.05,5226,25000
