R0,natural_cross_immunity,vaccine_timing,vaccine_coverage,vaccine_cross_immunity,emergences,trials
2,0,-60,0.6666666666666666,0,5165,25000
2,0,-60,0.7083333333333333,0,5164,25000
2,0,-60,0.75,0,5275,25000
2,0,-60,0.7916666666666666,0,5230,25000
2,0,-60,0.8333333333333333,0,5223,25000
2,0,-60,0.875,0,5301,25000
2,0,-60,0.9166666666666666,0,5218,25000
2,0,-60,0.9583333333333331,0,5217,25000
2,0,-60,1,0,5226,25000
2,0,-30,0,0,5288,25000
2,0,-30,0.0416666666666666,0,5276,25000
2,0,-30,0.0833333333333333,0,5287,25000
2,0,-30,0.125,0,5216,25000
2,0,-30,0.1666666666666666,0,5280,25000
2,0,-30,0.2083333333333333,0,5246,25000
2,0,-30,0.25,0,5252,25000
2,0,-30,0.2916666666666666,0,5303,25000
2,0,-30,0.3333333333333333,0,5266,25000
2,0,-30,0.375,0,5275,25000
2,0,-30,0.4166666666666666,0,5265,25000
2,0,-30,0.4583333333333333,0,5255,25000
2,0,-30,0.5,0,5213,25000
2,0,-30,0.5416666666666666,0,5298,25000
2,0,-30,0.5833333333333333,0,5242,25000
2,0,-30,0.625,0,5289,25000
2,0,-30,0.6666666666666666,0,5349,25000
2,0,-30,0.7083333333333333,0,5209,25000
2,0,-30,0.75,0,5406,25000
2,0,-30,0.7916666666666666,0,5196,25000
2,0,-30,0.8333333333333333,0,5418,25000
2,0,-30,0.875,0,5344,25000
2,0,-30,0.9166666666666666,0,5363,25000
2,0,-30,0.9583333333333331,0,5475,25000
2,0,-30,1,0,5388,25000
2,0,0,0,0,5207,25000
2,0,0,0.0416666666666666,0,5188,25000
2,0,0,0.0833333333333333,0,5197,25000
2,0,0,0.125,0,5190,25000
2,0,0,0.1666666666666666,0,5180,25000
2,0,0,0.2083333333333333,0,5206,25000
2,0,0,0.25,0,5142,25000
2,0,0,0.2916666666666666,0,5235,25000
2,0,0,0.3333333333333333,0,5116,25000
2,0,0,0.375,0,5246,25000
2,0,0,0.4166666666666666,0,5187,25000
2,0,0,0.4583333333333333,0,5214,25000
2,0,0,0.5,0,5205,25000
2,0,0,0.5416666666666666,0,5264,25000
2,0,0,0.5833333333333333,0,5246,25000
2,0,0,0.625,0,5117,25000
2,0,0,0.6666666666666666,0,5323,25000
2,0,0,0.7083333333333333,0,5253,25000
2,0,0,0.75,0,5162,25000
2,0,0,0.7916666666666666,0,5242,25000
2,0,0,0.8333333333333333,0,5284,25000
2,0,0,0.875,0,5456,25000
2,0,0,0.9166666666666666,0,5428,25000
2,0,0,0.9583333333333331,0,5313,25000
2,0,0,1,0,5402,25000
2,0,30,0,0,5144,25000
2,0,30,0.0416666666666666,0,5268,25000
2,0,30,0.0833333333333333,0,5170,25000
2,0,30,0.125,0,5220,25000
2,0,30,0.1666666666666666,0,5186,25000
2,0,30,0.2083333333333333,0,5232,25000
2,0,30,0.25,0,5244,25000
2,0,30,0.2916666666666666,0,5195,25000
2,0,30,0.3333333333333333,0,5145,25000
2,0,30,0.375,0,5220,25000
2,0,30,0.4166666666666666,0,5152,25000
2,0,30,0.4583333333333333,0,5223,25000
2,0,30,0.5,0,5148,25000
2,0,30,0.5416666666666666,0,5184,25000
2,0,30,0.5833333333333333,0,5171,25000
2,0,30,0.625,0,5270,25000
2,0,30,0.6666666666666666,0,5236,25000
2,0,30,0.7083333333333333,0,5325,25000
2,0,30,0.75,0,5339,25000
2,0,30,0.7916666666666666,0,5329,25000
2,0,30,0.8333333333333333,0,5332,25000
2,0,30,0.875,0,5294,25000
2,0,30,0.9166666666666666,0,5304,25000
2,0,30,0.9583333333333331,0,5315,25000
2,0,30,1,0,5311,25000
2,0,60,0,0,5121,25000
2,0,60,0.0416666666666666,0,5078,25000
2,0,60,0.0833333333333333,0,5241,25000
2,0,60,0.125,0,5217,25000
2,0,60,0.1666666666666666,0,5178,25000
2,0,60,0.2083333333333333,0,5243,25000
2,0,60,0.25,0,5170,25000
2,0,60,0.2916666666666666,0,5196,25000
2,0,60,0.3333333333333333,0,5296,25000
2,0,60,0.375,0,5235,25000
2,0,60,0.4166666666666666,0,5145,25000
2,0,60,0.4583333333333333,0,5215,25000
2,0,60,0.5,0,5217,25000
2,0,60,0.5416666666666666,0,5231,25000
2,0,60,0.5833333333333333,0,5256,25000
2,0,60,0.625,0,5135,25000
2,0,60,0.6666666666666666,0,5256,25000
2,0,60,0.7083333333333333,0,5171,25000
2,0,60,0.75,0,5156,25000
2,0,60,0.7916666666666666,0,5227,25000
2,0,60,0.8333333333333333,0,5184,25000
2,0,60,0.875,0,5277,25000
2,0,60,0.9166666666666666,0,5226,25000
2,0,60,0.9583333333333331,0,5199,25000
2,0,60,1,0,5195,25000
2,0,90,0,0,5124,25000
2,0,90,0.0416666666666666,0,5241,25000
2,0,90,0.0833333333333333,0,5208,25000
2,0,90,0.125,0,5175,25000
2,0,90,0.1666666666666666,0,5157,25000
2,0,90,0.2083333333333333,0,5139,25000
2,0,90,0.25,0,5112,25000
2,0,90,0.2916666666666666,0,5237,25000
2,0,90,0.3333333333333333,0,5285,25000
2,0,90,0.375,0,5268,25000
2,0,90,0.4166666666666666,0,5192,25000
2,0,90,0.4583333333333333,0,5261,25000
2,0,90,0.5,0,5253,25000
2,0,90,0.5416666666666666,0,5202,25000
2,0,90,0.5833333333333333,0,5209,25000
2,0,90,0.625,0,5225,25000
2,0,90,0.6666666666666666,0,5176,25000
2,0,90,0.7083333333333333,0,5254,25000
2,0,90,0.75,0,5092,25000
2,0,90,0.7916666666666666,0,5241,25000
2,0,90,0.8333333333333333,0,5259,25000
2,0,90,0.875,0,5289,25000
2,0,90,0.9166666666666666,0,5294,25000
2,0,90,0.9583333333333331,0,5270,25000
2,0,90,1,0,5245,25000
2,0,120,0,0,5151,25000
2,0,120,0.0416666666666666,0,5290,25000
2,0,120,0.0833333333333333,0,5149,25000
2,0,120,0.125,0,5282,25000
2,0,120,0.1666666666666666,0,5208,25000
2,0,120,0.2083333333333333,0,5113,25000
2,0,120,0.25,0,5222,25000
2,0,120,0.2916666666666666,0,5131,25000
2,0,120,0.3333333333333333,0,5322,25000
2,0,120,0.375,0,5086,25000
2,0,120,0.4166666666666666,0,5195,25000
2,0,120,0.4583333333333333,0,5237,25000
2,0,120,0.5,0,5338,25000
2,0,120,0.5416666666666666,0,5173,25000
2,0,120,0.5833333333333333,0,5252,25000
2,0,120,0.625,0,5178,25000
2,0,120,0.6666666666666666,0,5338,25000
2,0,120,0.7083333333333333,0,5228,25000
2,0,120,0.75,0,5117,25000
2,0,120,0.7916666666666666,0,5256,25000
2,0,120,0.8333333333333333,0,5151,25000
2,0,120,0.875,0,5171,25000
2,0,120,0.9166666666666666,0,5165,25000
2,0,120,0.9583333333333331,0,5187,25000
2,0,120,1,0,5118,25000
2,0,150,0,0,5235,25000
2,0,150,0.0416666666666666,0,5173,25000
2,0,150,0.0833333333333333,0,5139,25000
2,0,150,0.125,0,5135,25000
2,0,150,0.1666666666666666,0,5252,25000
2,0,150,0.2083333333333333,0,5154,25000
2,0,150,0.25,0,5157,25000
2,0,150,0.2916666666666666,0,5159,25000
2,0,150,0.3333333333333333,0,5188,25000
2,0,150,0.375,0,5161,25000
2,0,150,0.4166666666666666,0,5142,25000
2,0,150,0.4583333333333333,0,5182,25000
2,0,150,0.5,0,5202,25000
2,0,150,0.5416666666666666,0,5122,25000
2,0,150,0.5833333333333333,0,5175,25000
2,0,150,0.625,0,5262,25000
2,0,150,0.6666666666666666,0,5226,25000
2,0,150,0.7083333333333333,0,5120,25000
2,0,150,0.75,0,5214,25000
2,0,150,0.7916666666666666,0,5171,25000
2,0,150,0.8333333333333333,0,5142,25000
2,0,150,0.875,0,5135,25000
2,0,150,0.9166666666666666,0,5162,25000
2,0,150,0.9583333333333331,0,5207,25000
2,0,150,1,0,5278,25000
2,0,180,0,0,5226,25000
2,0,180,0.0416666666666666,0,5290,25000
2,0,180,0.0833333333333333,0,5195,25000
2,0,180,0.125,0,5206,25000
2,0,180,0.1666666666666666,0,5298,25000
2,0,180,0.2083333333333333,0,5136,25000
2,0,180,0.25,0,5283,25000
2,0,180,0.2916666666666666,0,5139,25000
2,0,180,0.3333333333333333,0,5165,25000
2,0,180,0.375,0,5231,25000
2,0,180,0.4166666666666666,0,5217,25000
2,0,180,0.4583333333333333,0,5293,25000
2,0,180,0.5,0,5201,25000
2,0,180,0.5416666666666666,0,5175,25000
2,0,180,0.5833333333333333,0,5139,25000
2,0,180,0.625,0,5168,25000
2,0,180,0.6666666666666666,0,5045,25000
2,0,180,0.7083333333333333,0,5273,25000
2,0,180,0.75,0,5146,25000
2,0,180,0.7916666666666666,0,5323,25000
2,0,180,0.8333333333333333,0,5198,25000
2,0,180,0.875,0,5231,25000
2,0,180,0.9166666666666666,0,5187,25000
2,0,180,0.9583333333333331,0,5125,25000
2,0,180,1,0,5212,25000
2,0,210,0,0,5213,25000
2,0,210,0.0416666666666666,0,5154,25000
2,0,210,0.0833333333333333,0,5275,25000
2,0,210,0.125,0,5141,25000
2,0,210,0.1666666666666666,0,5274,25000
2,0,210,0.2083333333333333,0,5213,25000
2,0,210,0.25,0,5128,25000
2,0,210,0.2916666666666666,0,5130,25000
2,0,210,0.3333333333333333,0,5184,25000
2,0,210,0.375,0,5262,25000
2,0,210,0.4166666666666666,0,5162,25000
2,0,210,0.4583333333333333,0,5039,25000
2,0,210,0.5,0,5237,25000
2,0,210,0.5416666666666666,0,5147,25000
2,0,210,0.5833333333333333,0,5203,25000
2,0,210,0.625,0,5118,25000
2,0,210,0.6666666666666666,0,5238,25000
2,0,210,0.7083333333333333,0,5262,25000
2,0,210,0.75,0,5032,25000
2,0,210,0.7916666666666666,0,5190,25000
2,0,210,0.8333333333333333,0,5276,25000
2,0,210,0.875,0,5195,25000
2,0,210,0.9166666666666666,0,5305,25000
2,0,210,0.9583333333333331,0,5334,25000
2,0,210,1,0,5264,25000
2,0,240,0,0,5230,25000
2,0,240,0.0416666666666666,0,5195,25000
2,0,240,0.0833333333333333,0,5254,25000
2,0,240,0.125,0,5100,25000
2,0,240,0.1666666666666666,0,5244,25000
2,0,240,0.2083333333333333,0,5202,25000
2,0,240,0.25,0,5226,25000
2,0,240,0.2916666666666666,0,5181,25000
2,0,240,0.3333333333333333,0,5253,25000
2,0,240,0.375,0,5128,25000
2,0,240,0.4166666666666666,0,5110,25000
2,0,240,0.4583333333333333,0,5216,25000
2,0,240,0.5,0,5233,25000
2,0,240,0.5416666666666666,0,5228,25000
2,0,240,0.5833333333333333,0,5088,25000
2,0,240,0.625,0,5141,25000
2,0,240,0.6666666666666666,0,5235,25000
2,0,240,0.7083333333333333,0,5212,25000
2,0,240,0.75,0,5164,25000
2,0,240,0.7916666666666666,0,5321,25000
2,0,240,0.8333333333333333,0,5188,25000
2,0,240,0.875,0,5185,25000
2,0,240,0.9166666666666666,0,5134,25000
2,0,240,0.9583333333333331,0,5132,25000
2,0,240,1,0,5198,25000
2,0,270,0,0,5296,25000
2,0,270,0.0416666666666666,0,5259,25000
2,0,270,0.0833333333333333,0,5189,25000
2,0,270,0.125,0,5151,25000
2,0,270,0.1666666666666666,0,5203,25000
2,0,270,0.2083333333333333,0,5056,25000
2,0,270,0.25,0,5219,25000
2,0,270,0.2916666666666666,0,5162,25000
2,0,270,0.3333333333333333,0,5163,25000
2,0,270,0.375,0,5264,25000
2,0,270,0.4166666666666666,0,5197,25000
2,0,270,0.4583333333333333,0,5163,25000
2,0,270,0.5,0,5239,25000
2,0,270,0.5416666666666666,0,5193,25000
2,0,270,0.5833333333333333,0,5192,25000
2,0,270,0.625,0,5183,25000
2,0,270,0.6666666666666666,0,5214,25000
2,0,270,0.7083333333333333,0,5073,25000
2,0,270,0.75,0,5202,25000
2,0,270,0.7916666666666666,0,5119,25000
2,0,270,0.8333333333333333,0,5156,25000
2,0,270,0.875,0,5098,25000
2,0,270,0.9166666666666666,0,5183,25000
2,0,270,0.9583333333333331,0,5116,25000
2,0,270,1,0,5205,25000
2,0,300,0,0,5231,25000
2,0,300,0.0416666666666666,0,5267,25000
2,0,300,0.0833333333333333,0,5225,25000
2,0,300,0.125,0,5251,25000
2,0,300,0.1666666666666666,0,5031,25000
2,0,300,0.2083333333333333,0,5159,25000
2,0,300,0.25,0,5078,25000
2,0,300,0.2916666666666666,0,5160,25000
2,0,300,0.3333333333333333,0,5174,25000
2,0,300,0.375,0,5226,25000
2,0,300,0.4166666666666666,0,5105,25000
2,0,300,0.4583333333333333,0,5261,25000
2,0,300,0.5,0,5183,25000
2,0,300,0.5416666666666666,0,5236,25000
2,0,300,0.5833333333333333,0,5163,25000
2,0,300,0.625,0,5182,25000
2,0,300,0.6666666666666666,0,5075,25000
2,0,300,0.7083333333333333,0,5220,25000
2,0,300,0.75,0,5157,25000
2,0,300,0.7916666666666666,0,5211,25000
2,0,300,0.8333333333333333,0,5245,25000
2,0,300,0.875,0,5238,25000
2,0,300,0.9166666666666666,0,5183,25000
2,0,300,0.9583333333333331,0,5183,25000
2,0,300,1,0,5250,25000
2,0,330,0,0,5164,25000
2,0,330,0.0416666666666666,0,5316,25000
2,0,330,0.0833333333333333,0,5237,25000
2,0,330,0.125,0,5190,25000
2,0,330,0.1666666666666666,0,5304,25000
2,0,330,0.2083333333333333,0,5255,25000
2,0,330,0.25,0,5221,25000
2,0,330,0.2916666666666666,0,5203,25000
2,0,330,0.3333333333333333,0,5161,25000
2,0,330,0.375,0,5201,25000
2,0,330,0.4166666666666666,0,5208,25000
2,0,330,0.4583333333333333,0,5109,25000
2,0,330,0.5,0,5092,25000
2,0,330,0.5416666666666666,0,5137,25000
2,0,330,0.5833333333333333,0,5188,25000
2,0,330,0.625,0,5286,25000
2,0,330,0.6666666666666666,0,5256,25000
2,0,330,0.7083333333333333,0,5148,25000
2,0,330,0.75,0,5135,25000
2,0,330,0.7916666666666666,0,5134,25000
2,0,330,0.8333333333333333,0,5103,25000
2,0,330,0.875,0,5159,25000
2,0,330,0.9166666666666666,0,5081,25000
2,0,330,0.9583333333333331,0,5181,25000
2,0,330,1,0,5204,25000
2,0,360,0,0,5183,25000
2,0,360,0.0416666666666666,0,5189,25000
2,0,360,0.0833333333333333,0,5114,25000
2,0,360,0.125,0,5240,25000
2,0,360,0.1666666666666666,0,5189,25000
2,0,360,0.2083333333333333,0,5190,25000
2,0,360,0.25,0,5268,25000
2,0,360,0.2916666666666666,0,5167,25000
2,0,360,0.3333333333333333,0,5174,25000
2,0,360,0.375,0,5072,25000
2,0,360,0.4166666666666666,0,5106,25000
2,0,360,0.4583333333333333,0,5084,25000
2,0,360,0.5,0,5234,25000
2,0,360,0.5416666666666666,0,5216,25000
2,0,360,0.5833333333333333,0,5139,25000
2,0,360,0.625,0,5241,25000
2,0,360,0.6666666666666666,0,5217,25000
2,0,360,0.7083333333333333,0,5207,25000
2,0,360,0.75,0,5207,25000
2,0,360,0.7916666666666666,0,5195,25000
2,0,360,0.8333333333333333,0,5061,25000
2,0,360,0.875,0,5177,25000
2,0,360,0.9166666666666666,0,5175,25000
2,0,360,0.9583333333333331,0,5121,25000
2,0,360,1,0,5221,25000
2,0.25,-360,0,0.25,3599,25000
2,0.25,-360,0.0416666666666666,0.25,3496,25000
2,0.25,-360,0.0833333333333333,0.25,3518,25000
2,0.25,-360,0.125,0.25,3558,25000
2,0.25,-360,0.1666666666666666,0.25,3571,25000
2,0.25,-360,0.2083333333333333,0.25,3469,25000
2,0.25,-360,0.25,0.25,3548,25000
2,0.25,-360,0.2916666666666666,0.25,3591,25000
2,0.25,-360,0.3333333333333333,0.25,3610,25000
2,0.25,-360,0.375,0.25,3474,25000
2,0.25,-360,0.4166666666666666,0.25,3589,25000
2,0.25,-360,0.4583333333333333,0.25,3646,25000
2,0.25,-360,0.5,0.25,3654,25000
