virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,360,0.20833333333333331,24,577,10000
1,-360,0.25,24,0,10000
2,-360,0.25,24,704,10000
3,-360,0.25,24,428,10000
4,-360,0.25,24,591,10000
1,-330,0.25,24,0,10000
2,-330,0.25,24,708,10000
3,-330,0.25,24,416,10000
4,-330,0.25,24,625,10000
1,-300,0.25,24,1,10000
2,-300,0.25,24,697,10000
3,-300,0.25,24,412,10000
4,-300,0.25,24,582,10000
1,-270,0.25,24,0,10000
2,-270,0.25,24,719,10000
3,-270,0.25,24,428,10000
4,-270,0.25,24,603,10000
1,-240,0.25,24,0,10000
2,-240,0.25,24,680,10000
3,-240,0.25,24,417,10000
4,-240,0.25,24,650,10000
1,-210,0.25,24,2,10000
2,-210,0.25,24,712,10000
3,-210,0.25,24,414,10000
4,-210,0.25,24,633,10000
1,-180,0.25,24,1,10000
