virus,vaccine_timing,vaccine_coverage,group,emergences,trials
3,90,0.625,61,341,10000
4,90,0.625,61,559,10000
1,120,0.625,61,0,10000
2,120,0.625,61,615,10000
3,120,0.625,61,349,10000
4,120,0.625,61,566,10000
1,150,0.625,61,0,10000
2,150,0.625,61,618,10000
3,150,0.625,61,402,10000
4,150,0.625,61,616,10000
1,180,0.625,61,0,10000
2,180,0.625,61,697,10000
3,180,0.625,61,419,10000
4,180,0.625,61,609,10000
1,210,0.625,61,0,10000
2,210,0.625,61,670,10000
3,210,0.625,61,412,10000
4,210,0.625,61,678,10000
1,240,0.625,61,1,10000
2,240,0.625,61,702,10000
3,240,0.625,61,400,10000
4,240,0.625,61,665,10000
1,270,0.625,61,0,10000
2,270,0.625,61,663,10000
3,270,0.625,61,396,10000
4,270,0.625,61,622,10000
