virus,vaccine_timing,vaccine_coverage,group,emergences,trials
1,-270,0.375,36,0,10000
2,-270,0.375,36,688,10000
3,-270,0.375,36,407,10000
4,-270,0.375,36,617,10000
1,-240,0.375,36,0,10000
2,-240,0.375,36,706,10000
3,-240,0.375,36,429,10000
4,-240,0.375,36,603,10000
1,-210,0.375,36,1,10000
2,-210,0.375,36,727,10000
3,-210,0.375,36,460,10000
4,-210,0.375,36,591,10000
1,-180,0.375,36,1,10000
2,-180,0.375,36,633,10000
3,-180,0.375,36,417,10000
4,-180,0.375,36,606,10000
1,-150,0.375,36,1,10000
2,-150,0.375,36,679,10000
3,-150,0.375,36,446,10000
4,-150,0.375,36,582,10000
1,-120,0.375,36,0,10000
2,-120,0.375,36,670,10000
3,-120,0.375,36,397,10000
4,-120,0.375,36,573,10000
1,-90,0.375,36,0,10000
2,-90,0.375,36,634,10000
