virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,180,0.75,73,668,10000
1,210,0.75,73,0,10000
2,210,0.75,73,694,10000
3,210,0.75,73,364,10000
4,210,0.75,73,600,10000
1,240,0.75,73,0,10000
2,240,0.75,73,705,10000
3,240,0.75,73,387,10000
4,240,0.75,73,583,10000
1,270,0.75,73,0,10000
2,270,0.75,73,673,10000
3,270,0.75,73,390,10000
4,270,0.75,73,671,10000
1,300,0.75,73,0,10000
2,300,0.75,73,678,10000
3,300,0.75,73,382,10000
4,300,0.75,73,616,10000
1,330,0.75,73,2,10000
2,330,0.75,73,696,10000
3,330,0.75,73,403,10000
4,330,0.75,73,614,10000
1,360,0.75,73,0,10000
2,360,0.75,73,701,10000
3,360,0.75,73,391,10000
4,360,0.75,73,657,10000
1,-360,0.7916666666666666,73,0,10000
