virus,vaccine_timing,vaccine_coverage,group,emergences,trials
2,-180,0.25,25,697,10000
3,-180,0.25,25,422,10000
4,-180,0.25,25,634,10000
1,-150,0.25,25,0,10000
2,-150,0.25,25,660,10000
3,-150,0.25,25,429,10000
4,-150,0.25,25,663,10000
1,-120,0.25,25,0,10000
2,-120,0.25,25,652,10000
3,-120,0.25,25,416,10000
4,-120,0.25,25,561,10000
1,-90,0.25,25,0,10000
2,-90,0.25,25,660,10000
3,-90,0.25,25,387,10000
4,-90,0.25,25,627,10000
1,-60,0.25,25,0,10000
2,-60,0.25,25,627,10000
3,-60,0.25,25,366,10000
4,-60,0.25,25,596,10000
1,-30,0.25,25,0,10000
2,-30,0.25,25,615,10000
3,-30,0.25,25,406,10000
4,-30,0.25,25,560,10000
1,0,0.25,25,0,10000
2,0,0.25,25,617,10000
3,0,0.25,25,395,10000
